"","iso3c","date","iso2c","country","date_ct","granularity","GB.XPD.RSDV.GD.ZS","IP.JRN.ARTC.SC","NY.GDP.PCAP.PP.CD","SP.POP.TOTL"
"1460","MAR","2014","MA","Morocco",2014-01-01,"annual",NA,3175.5,7442.41616348219,34318082
"1461","MCO","2005","MC","Monaco",2005-01-01,"annual",0.03752,36.5,NA,33793
"1462","MCO","2006","MC","Monaco",2006-01-01,"annual",NA,34.3,NA,34408
"1463","MCO","2007","MC","Monaco",2007-01-01,"annual",NA,30.1,NA,35111
"1464","MCO","2008","MC","Monaco",2008-01-01,"annual",NA,35.4,NA,35853
"1465","MCO","2009","MC","Monaco",2009-01-01,"annual",NA,41.8,NA,36534
"1466","MCO","2010","MC","Monaco",2010-01-01,"annual",NA,40.9,NA,37094
"1467","MCO","2011","MC","Monaco",2011-01-01,"annual",NA,49,NA,37497
"1468","MCO","2012","MC","Monaco",2012-01-01,"annual",NA,30.4,NA,37783
"1469","MCO","2013","MC","Monaco",2013-01-01,"annual",NA,36.5,NA,37971
"1470","MCO","2014","MC","Monaco",2014-01-01,"annual",NA,40.2,NA,38132
"1471","MDA","2005","MD","Moldova",2005-01-01,"annual",0.39865,203.7,2945.08015055072,3595187
"1472","MDA","2006","MD","Moldova",2006-01-01,"annual",0.40622,143.5,3190.12157328993,3585209
"1473","MDA","2007","MD","Moldova",2007-01-01,"annual",0.54558,147,3381.09861708903,3576910
"1474","MDA","2008","MD","Moldova",2008-01-01,"annual",0.53463,164.8,3723.40221332882,3570108
"1475","MDA","2009","MD","Moldova",2009-01-01,"annual",0.52557,199.3,3531.03297646538,3565604
"1476","MDA","2010","MD","Moldova",2010-01-01,"annual",0.43987,172.3,3831.74918707843,3562045
"1477","MDA","2011","MD","Moldova",2011-01-01,"annual",0.40499,203.2,4179.21480881512,3559986
"1478","MDA","2012","MD","Moldova",2012-01-01,"annual",0.41733,231,4226.95919772373,3559519
"1479","MDA","2013","MD","Moldova",2013-01-01,"annual",0.35248,231,4700.2344391,3558566
"1480","MDA","2014","MD","Moldova",2014-01-01,"annual",0.37071,239.3,5007.37262000697,3556397
"1481","MDG","2005","MG","Madagascar",2005-01-01,"annual",0.17541,56.2,1237.201111813,18336724
"1482","MDG","2006","MG","Madagascar",2006-01-01,"annual",0.16394,62.4,1300.70412127509,18880268
"1483","MDG","2007","MG","Madagascar",2007-01-01,"annual",0.13996,104.2,1378.2641896224,19433523
"1484","MDG","2008","MG","Madagascar",2008-01-01,"annual",0.13388,81.5,1463.09481203637,19996469
"1485","MDG","2009","MG","Madagascar",2009-01-01,"annual",0.14706,86.2,1375.63842660585,20569121
"1486","MDG","2010","MG","Madagascar",2010-01-01,"annual",0.11352,81.2,1357.65456267808,21151640
"1487","MDG","2011","MG","Madagascar",2011-01-01,"annual",0.10606,98,1367.54308214295,21743949
"1488","MDG","2012","MG","Madagascar",2012-01-01,"annual",NA,93.2,1396.20388453189,22346573
"1489","MDG","2013","MG","Madagascar",2013-01-01,"annual",NA,118,1411.91802911201,22961146
"1490","MDG","2014","MG","Madagascar",2014-01-01,"annual",0.01549,122,1442.48084848806,23589801
"1491","MDV","2005","MV","Maldives",2005-01-01,"annual",NA,3.2,8257.55360043299,321000
"1492","MDV","2006","MV","Maldives",2006-01-01,"annual",NA,4.1,10453.8206023191,333000
"1493","MDV","2007","MV","Maldives",2007-01-01,"annual",NA,4.8,11260.6648849563,349000
"1494","MDV","2008","MV","Maldives",2008-01-01,"annual",NA,0.9,12243.3242511279,362000
"1495","MDV","2009","MV","Maldives",2009-01-01,"annual",NA,3,11139.5502018321,360000
"1496","MDV","2010","MV","Maldives",2010-01-01,"annual",NA,2.8,11762.6497028146,367000
"1497","MDV","2011","MV","Maldives",2011-01-01,"annual",NA,6.7,12664.9906666517,377000
"1498","MDV","2012","MV","Maldives",2012-01-01,"annual",NA,8.9,12843.8977571801,385000
"1499","MDV","2013","MV","Maldives",2013-01-01,"annual",NA,5,13607.2029751393,393000
"1500","MDV","2014","MV","Maldives",2014-01-01,"annual",NA,8.9,14442.8965333511,401000
"1501","MEA","2005","ZQ","Middle East & North Africa",2005-01-01,"annual",NA,30480.9731466116,13533.6920028536,348956287
"1502","MEA","2006","ZQ","Middle East & North Africa",2006-01-01,"annual",NA,35926.5867783376,14433.8987306773,356287693
"1503","MEA","2007","ZQ","Middle East & North Africa",2007-01-01,"annual",NA,40831.850744286,15259.620784793,363996317
"1504","MEA","2008","ZQ","Middle East & North Africa",2008-01-01,"annual",NA,46877.8080046816,15888.5430661359,371999662
"1505","MEA","2009","ZQ","Middle East & North Africa",2009-01-01,"annual",NA,54016.8875889486,15813.1571774515,380192587
"1506","MEA","2010","ZQ","Middle East & North Africa",2010-01-01,"annual",0.927103484855956,61153.5431747149,16463.2245408461,388376106
"1507","MEA","2011","ZQ","Middle East & North Africa",2011-01-01,"annual",NA,71419.6818248028,16965.536804947,396573248
"1508","MEA","2012","ZQ","Middle East & North Africa",2012-01-01,"annual",0.938293318499968,76642.5905942784,17351.2686016318,404782447
"1509","MEA","2013","ZQ","Middle East & North Africa",2013-01-01,"annual",NA,81837.3203811835,17792.9208702975,412950407
"1510","MEA","2014","ZQ","Middle East & North Africa",2014-01-01,"annual",NA,87823.7886783749,18279.3088798679,421022841
"1511","MEX","2005","MX","Mexico",2005-01-01,"annual",0.40362,8286,12212.8547884265,108472228
"1512","MEX","2006","MX","Mexico",2006-01-01,"annual",0.37382,9322,13298.2561299639,110092378
"1513","MEX","2007","MX","Mexico",2007-01-01,"annual",0.42995,9492.1,13877.2853780635,111836346
"1514","MEX","2008","MX","Mexico",2008-01-01,"annual",0.47279,10476.3,14436.8150400774,113661809
"1515","MEX","2009","MX","Mexico",2009-01-01,"annual",0.51945,10747.8,14092.2370314682,115505228
"1516","MEX","2010","MX","Mexico",2010-01-01,"annual",0.53565,11436.3,14764.8100317733,117318941
"1517","MEX","2011","MX","Mexico",2011-01-01,"annual",0.51374,11959,15922.8981563254,119090017
"1518","MEX","2012","MX","Mexico",2012-01-01,"annual",0.49364,12746.5,16457.0949450423,120828307
"1519","MEX","2013","MX","Mexico",2013-01-01,"annual",0.50404,13469.6,16683.3014286781,122535969
"1520","MEX","2014","MX","Mexico",2014-01-01,"annual",0.53571,14587.8,17270.1222139742,124221600
"1521","MHL","2005","MH","Marshall Islands",2005-01-01,"annual",NA,1.8,2881.10918450715,52055
"1522","MHL","2006","MH","Marshall Islands",2006-01-01,"annual",NA,3.8,3010.95887318898,52078
"1523","MHL","2007","MH","Marshall Islands",2007-01-01,"annual",NA,1.1,3200.38770987405,52137
"1524","MHL","2008","MH","Marshall Islands",2008-01-01,"annual",NA,1.6,3204.51338717622,52218
"1525","MHL","2009","MH","Marshall Islands",2009-01-01,"annual",NA,1.7,3169.834845323,52320
"1526","MHL","2010","MH","Marshall Islands",2010-01-01,"annual",NA,1.5,3408.7767621021,52425
"1527","MHL","2011","MH","Marshall Islands",2011-01-01,"annual",NA,1.5,3513.29121329955,52542
"1528","MHL","2012","MH","Marshall Islands",2012-01-01,"annual",NA,1.5,3693.22538928095,52663
"1529","MHL","2013","MH","Marshall Islands",2013-01-01,"annual",NA,1.3,3850.70077539415,52793
"1530","MHL","2014","MH","Marshall Islands",2014-01-01,"annual",NA,1.2,3874.72883603065,52898
"1531","MIC","2005","XP","Middle income",2005-01-01,"annual",0.847777914088331,344326.282951585,5603.75752201577,4921339717.24397
"1532","MIC","2006","XP","Middle income",2006-01-01,"annual",0.884265956818555,388547.084836928,6248.09196197023,4980840956.48499
"1533","MIC","2007","XP","Middle income",2007-01-01,"annual",0.912767565687507,437134.122732033,6913.65452381793,5040145699.99093
"1534","MIC","2008","XP","Middle income",2008-01-01,"annual",0.972261828393191,498806.13439257,7454.33619968737,5099873871.29553
"1535","MIC","2009","XP","Middle income",2009-01-01,"annual",1.04954213486926,568742.703162524,7681.62935320967,5160328979.1102
"1536","MIC","2010","XP","Middle income",2010-01-01,"annual",1.12738924841844,626043.431541633,8285.25884329089,5221137561.36223
"1537","MIC","2011","XP","Middle income",2011-01-01,"annual",1.13614697807025,680413.235046813,8943.23312022554,5282272129.35782
"1538","MIC","2012","XP","Middle income",2012-01-01,"annual",1.27920737123126,702419.769605831,9459.20115496755,5343924376.07723
"1539","MIC","2013","XP","Middle income",2013-01-01,"annual",1.27908977316812,759042.935071729,9989.93342303656,5406028992.61008
"1540","MIC","2014","XP","Middle income",2014-01-01,"annual",1.41598257761727,820881.76003211,10510.8048373332,5468259740.73916
"1541","MKD","2005","MK","Macedonia, FYR",2005-01-01,"annual",0.22858,238.9,7759.72895759218,2060272
"1542","MKD","2006","MK","Macedonia, FYR",2006-01-01,"annual",0.19364,219.9,8585.89981604304,2063145
"1543","MKD","2007","MK","Macedonia, FYR",2007-01-01,"annual",0.17088,284.2,9241.27357697574,2065458
"1544","MKD","2008","MK","Macedonia, FYR",2008-01-01,"annual",0.22352,293.9,10417.668419331,2067378
"1545","MKD","2009","MK","Macedonia, FYR",2009-01-01,"annual",0.19661,355.9,10912.2366886022,2069093
"1546","MKD","2010","MK","Macedonia, FYR",2010-01-01,"annual",0.21649,346.1,11284.8091808515,2070739
"1547","MKD","2011","MK","Macedonia, FYR",2011-01-01,"annual",0.22284,434.3,11611.8519850904,2072383
"1548","MKD","2012","MK","Macedonia, FYR",2012-01-01,"annual",0.32655,496.1,11841.0125859801,2074036
"1549","MKD","2013","MK","Macedonia, FYR",2013-01-01,"annual",0.43884,505.6,12655.5365696102,2075739
"1550","MKD","2014","MK","Macedonia, FYR",2014-01-01,"annual",0.51806,556.7,13370.0205757644,2077495
"1551","MLI","2005","ML","Mali",2005-01-01,"annual",NA,39.7,1567.70857356737,12798763
"1552","MLI","2006","ML","Mali",2006-01-01,"annual",NA,63.6,1636.44535290427,13227064
"1553","MLI","2007","ML","Mali",2007-01-01,"annual",0.21877,67.8,1681.66257797537,13675606
"1554","MLI","2008","ML","Mali",2008-01-01,"annual",NA,67.5,1737.71475229955,14138216
"1555","MLI","2009","ML","Mali",2009-01-01,"annual",NA,73,1774.06535022079,14606597
"1556","MLI","2010","ML","Mali",2010-01-01,"annual",0.58348,79,1834.11705927596,15075085
"1557","MLI","2011","ML","Mali",2011-01-01,"annual",NA,88.1,1874.70303010183,15540989
"1558","MLI","2012","ML","Mali",2012-01-01,"annual",NA,87.2,1838.19057641438,16006670
"1559","MLI","2013","ML","Mali",2013-01-01,"annual",NA,65.1,1856.26736286854,16477818
"1560","MLI","2014","ML","Mali",2014-01-01,"annual",NA,73.6,1960.94560706214,16962846
"1561","MLT","2005","MT","Malta",2005-01-01,"annual",0.52996,77.1,22232.5753682697,403834
"1562","MLT","2006","MT","Malta",2006-01-01,"annual",0.58025,81.5,23226.9614036602,405308
"1563","MLT","2007","MT","Malta",2007-01-01,"annual",0.5485,109.4,24889.0550666125,406724
"1564","MLT","2008","MT","Malta",2008-01-01,"annual",0.53331,177,26193.0684468976,409379
"1565","MLT","2009","MT","Malta",2009-01-01,"annual",0.5174,157.7,26134.9246466309,412477
"1566","MLT","2010","MT","Malta",2010-01-01,"annual",0.61517,184.5,27836.0614693726,414508
"1567","MLT","2011","MT","Malta",2011-01-01,"annual",0.67194,201.5,28609.9310669839,416268
"1568","MLT","2012","MT","Malta",2012-01-01,"annual",0.82868,250.5,29457.7178668603,419455
"1569","MLT","2013","MT","Malta",2013-01-01,"annual",0.7698,265.3,31256.6745086615,423374
"1570","MLT","2014","MT","Malta",2014-01-01,"annual",0.74805,297.3,33739.9237757163,427364
"1571","MMR","2005","MM","Myanmar",2005-01-01,"annual",NA,51.1,2025.54017818712,48482614
"1572","MMR","2006","MM","Myanmar",2006-01-01,"annual",NA,29.7,2343.1836219114,48846474
"1573","MMR","2007","MM","Myanmar",2007-01-01,"annual",NA,38.2,2676.19065586887,49171586
"1574","MMR","2008","MM","Myanmar",2008-01-01,"annual",NA,58.4,2989.78489460075,49479752
"1575","MMR","2009","MM","Myanmar",2009-01-01,"annual",NA,87.6,3308.84636555592,49800690
"1576","MMR","2010","MM","Myanmar",2010-01-01,"annual",NA,56,3645.93643504092,50155896
"1577","MMR","2011","MM","Myanmar",2011-01-01,"annual",NA,96.4,3898.41462716496,50553031
"1578","MMR","2012","MM","Myanmar",2012-01-01,"annual",NA,42.9,4225.11935241423,50986514
"1579","MMR","2013","MM","Myanmar",2013-01-01,"annual",NA,36.7,4613.33978179131,51448196
"1580","MMR","2014","MM","Myanmar",2014-01-01,"annual",NA,46.6,5014.97520430517,51924182
"1581","MNA","2005","XQ","Middle East & North Africa (excluding high income)",2005-01-01,"annual",NA,16192.1782080555,9185.60297242222,306595214
"1582","MNA","2006","XQ","Middle East & North Africa (excluding high income)",2006-01-01,"annual",NA,20629.700993863,9817.50410018215,312079307
"1583","MNA","2007","XQ","Middle East & North Africa (excluding high income)",2007-01-01,"annual",NA,25079.5656873388,10500.9563013078,317721161
"1584","MNA","2008","XQ","Middle East & North Africa (excluding high income)",2008-01-01,"annual",NA,30494.7294215573,10895.6944893544,323531149
"1585","MNA","2009","XQ","Middle East & North Africa (excluding high income)",2009-01-01,"annual",0.31138878512127,36897.1446060594,11065.0972988273,329488935
"1586","MNA","2010","XQ","Middle East & North Africa (excluding high income)",2010-01-01,"annual",0.338497542107318,43155.1999361139,11573.5455183713,335581557
"1587","MNA","2011","XQ","Middle East & North Africa (excluding high income)",2011-01-01,"annual",NA,51244.8145967747,11532.3557315611,341822043
"1588","MNA","2012","XQ","Middle East & North Africa (excluding high income)",2012-01-01,"annual",NA,54513.4980284908,11564.0046561847,348195697
"1589","MNA","2013","XQ","Middle East & North Africa (excluding high income)",2013-01-01,"annual",NA,57901.3516834301,11795.343458148,354641044
"1590","MNA","2014","XQ","Middle East & North Africa (excluding high income)",2014-01-01,"annual",NA,62044.3884592185,12142.332210389,361077997
"1591","MNE","2005","ME","Montenegro",2005-01-01,"annual",0.92443,NA,8313.69221430204,614261
"1592","MNE","2006","ME","Montenegro",2006-01-01,"annual",1.24172,NA,10349.8953160822,615025
"1593","MNE","2007","ME","Montenegro",2007-01-01,"annual",1.14891,64,12405.1334691954,615875
"1594","MNE","2008","ME","Montenegro",2008-01-01,"annual",NA,66,13816.5477457829,616969
"1595","MNE","2009","ME","Montenegro",2009-01-01,"annual",NA,67.3,13022.4702036532,618294
"1596","MNE","2010","ME","Montenegro",2010-01-01,"annual",NA,106.8,13648.2327477192,619428
"1597","MNE","2011","ME","Montenegro",2011-01-01,"annual",0.31485,133.7,14472.4735391199,620079
"1598","MNE","2012","ME","Montenegro",2012-01-01,"annual",NA,162.1,13863.8541990124,620601
"1599","MNE","2013","ME","Montenegro",2013-01-01,"annual",0.37431,198.8,14870.1415944571,621207
"1600","MNE","2014","ME","Montenegro",2014-01-01,"annual",0.3632,219.3,15371.1502334688,621810
"1601","MNG","2005","MN","Mongolia",2005-01-01,"annual",0.23787,37.4,5384.32307102628,2526446
"1602","MNG","2006","MN","Mongolia",2006-01-01,"annual",0.19109,49.2,5950.24915759358,2558012
"1603","MNG","2007","MN","Mongolia",2007-01-01,"annual",0.2381,111.9,6647.15376211875,2591670
"1604","MNG","2008","MN","Mongolia",2008-01-01,"annual",0.33644,89,7278.37552923978,2628131
"1605","MNG","2009","MN","Mongolia",2009-01-01,"annual",0.30481,102.1,7131.64349430992,2668289
"1606","MNG","2010","MN","Mongolia",2010-01-01,"annual",0.24429,93.4,7552.66558598877,2712650
"1607","MNG","2011","MN","Mongolia",2011-01-01,"annual",0.23008,104.9,8881.48475043728,2761516
"1608","MNG","2012","MN","Mongolia",2012-01-01,"annual",0.23897,132.2,9969.1402182557,2814226
"1609","MNG","2013","MN","Mongolia",2013-01-01,"annual",0.23214,169.2,11093.8501127357,2869107
"1610","MNG","2014","MN","Mongolia",2014-01-01,"annual",0.22367,122.2,11931.4550658154,2923896
"1611","MNP","2005","MP","Northern Mariana Islands",2005-01-01,"annual",NA,NA,NA,63744
"1612","MNP","2006","MP","Northern Mariana Islands",2006-01-01,"annual",NA,NA,NA,61688
"1613","MNP","2007","MP","Northern Mariana Islands",2007-01-01,"annual",NA,NA,NA,59513
"1614","MNP","2008","MP","Northern Mariana Islands",2008-01-01,"annual",NA,NA,NA,57431
"1615","MNP","2009","MP","Northern Mariana Islands",2009-01-01,"annual",NA,NA,NA,55674
"1616","MNP","2010","MP","Northern Mariana Islands",2010-01-01,"annual",NA,NA,NA,54424
"1617","MNP","2011","MP","Northern Mariana Islands",2011-01-01,"annual",NA,NA,NA,53786
"1618","MNP","2012","MP","Northern Mariana Islands",2012-01-01,"annual",NA,NA,NA,53718
"1619","MNP","2013","MP","Northern Mariana Islands",2013-01-01,"annual",NA,NA,NA,54036
"1620","MNP","2014","MP","Northern Mariana Islands",2014-01-01,"annual",NA,NA,NA,54468
"1621","MOZ","2005","MZ","Mozambique",2005-01-01,"annual",NA,35.8,661.048722550206,20923070
"1622","MOZ","2006","MZ","Mozambique",2006-01-01,"annual",0.45529,43.3,726.789752556411,21547463
"1623","MOZ","2007","MZ","Mozambique",2007-01-01,"annual",NA,40.5,778.387354660734,22188387
"1624","MOZ","2008","MZ","Mozambique",2008-01-01,"annual",0.15312,49,823.786448125489,22846758
"1625","MOZ","2009","MZ","Mozambique",2009-01-01,"annual",NA,58,857.34590267356,23524063
"1626","MOZ","2010","MZ","Mozambique",2010-01-01,"annual",0.42232,45.8,899.198728120615,24221405
"1627","MOZ","2011","MZ","Mozambique",2011-01-01,"annual",NA,73.9,954.799116244546,24939005
"1628","MOZ","2012","MZ","Mozambique",2012-01-01,"annual",NA,60.6,1012.43718654388,25676606
"1629","MOZ","2013","MZ","Mozambique",2013-01-01,"annual",NA,67.9,1070.66356816108,26434372
"1630","MOZ","2014","MZ","Mozambique",2014-01-01,"annual",NA,85.3,1135.27557225794,27212382
"1631","MRT","2005","MR","Mauritania",2005-01-01,"annual",NA,10.5,2658.4364354095,3130720
"1632","MRT","2006","MR","Mauritania",2006-01-01,"annual",NA,7.3,3166.19290497721,3220653
"1633","MRT","2007","MR","Mauritania",2007-01-01,"annual",NA,9,3249.2203413465,3312665
"1634","MRT","2008","MR","Mauritania",2008-01-01,"annual",NA,5,3255.4975989923,3407541
"1635","MRT","2009","MR","Mauritania",2009-01-01,"annual",NA,7.3,3154.62076269458,3506288
"1636","MRT","2010","MR","Mauritania",2010-01-01,"annual",NA,6.6,3249.87692872441,3609543
"1637","MRT","2011","MR","Mauritania",2011-01-01,"annual",NA,13.3,3371.99458202082,3717672
"1638","MRT","2012","MR","Mauritania",2012-01-01,"annual",NA,12.7,3526.34393041303,3830239
"1639","MRT","2013","MR","Mauritania",2013-01-01,"annual",NA,16.2,3689.84489986069,3946170
"1640","MRT","2014","MR","Mauritania",2014-01-01,"annual",NA,12.8,3843.11032271699,4063920
"1641","MUS","2005","MU","Mauritius",2005-01-01,"annual",0.37299,66.8,11078.0272344501,1228254
"1642","MUS","2006","MU","Mauritius",2006-01-01,"annual",NA,61,12335.6354895177,1233996
"1643","MUS","2007","MU","Mauritius",2007-01-01,"annual",NA,59.1,13328.3408551221,1239630
"1644","MUS","2008","MU","Mauritius",2008-01-01,"annual",NA,70.2,14270.1694495699,1244121
"1645","MUS","2009","MU","Mauritius",2009-01-01,"annual",NA,79.4,14815.8079856929,1247429
"1646","MUS","2010","MU","Mauritius",2010-01-01,"annual",NA,87.8,15616.0068425246,1250400
"1647","MUS","2011","MU","Mauritius",2011-01-01,"annual",NA,63.5,16561.7709831855,1252404
"1648","MUS","2012","MU","Mauritius",2012-01-01,"annual",0.17755,108.4,17408.1887038304,1255882
"1649","MUS","2013","MU","Mauritius",2013-01-01,"annual",NA,120.3,18243.5127781619,1258653
"1650","MUS","2014","MU","Mauritius",2014-01-01,"annual",NA,122.6,19193.3965998706,1260934
"1651","MWI","2005","MW","Malawi",2005-01-01,"annual",NA,81.9,748.095876388214,13039711
"1652","MWI","2006","MW","Malawi",2006-01-01,"annual",NA,85,783.901667796931,13429262
"1653","MWI","2007","MW","Malawi",2007-01-01,"annual",NA,130.1,855.78507265277,13840969
"1654","MWI","2008","MW","Malawi",2008-01-01,"annual",NA,136.2,910.917398854143,14271234
"1655","MWI","2009","MW","Malawi",2009-01-01,"annual",NA,111.9,964.314938087745,14714602
"1656","MWI","2010","MW","Malawi",2010-01-01,"annual",NA,142.3,1012.06745790371,15167095
"1657","MWI","2011","MW","Malawi",2011-01-01,"annual",NA,166.8,1051.18599619662,15627618
"1658","MWI","2012","MW","Malawi",2012-01-01,"annual",NA,171.6,1058.91226214534,16097305
"1659","MWI","2013","MW","Malawi",2013-01-01,"annual",NA,159.7,1099.20059098895,16577147
"1660","MWI","2014","MW","Malawi",2014-01-01,"annual",NA,186.9,1146.36281773563,17068838
"1661","MYS","2005","MY","Malaysia",2005-01-01,"annual",NA,2433.6,16540.77508968,25659393
"1662","MYS","2006","MY","Malaysia",2006-01-01,"annual",0.61084,3229.9,17667.7331596369,26143566
"1663","MYS","2007","MY","Malaysia",2007-01-01,"annual",NA,3903,19488.4053083351,26625845
"1664","MYS","2008","MY","Malaysia",2008-01-01,"annual",0.78842,6108.1,20162.8745034261,27111069
"1665","MYS","2009","MY","Malaysia",2009-01-01,"annual",1.0098,8035.2,19448.2531964533,27605383
"1666","MYS","2010","MY","Malaysia",2010-01-01,"annual",1.03663,11056.8,20680.2968483512,28112289
"1667","MYS","2011","MY","Malaysia",2011-01-01,"annual",1.03311,14003.8,21818.8756940003,28635128
"1668","MYS","2012","MY","Malaysia",2012-01-01,"annual",1.09298,14742.2,23006.9255341614,29170456
"1669","MYS","2013","MY","Malaysia",2013-01-01,"annual",NA,16291.1,24033.9712586347,29706724
"1670","MYS","2014","MY","Malaysia",2014-01-01,"annual",1.2587,17348.9,25437.1449418078,30228017
"1671","NAC","2005","XU","North America",2005-01-01,"annual",2.46122812587106,426869.949521313,43503.5753746535,327892753
"1672","NAC","2006","XU","North America",2006-01-01,"annual",2.49074679647038,432455.708777272,45609.3306086384,331014940
"1673","NAC","2007","XU","North America",2007-01-01,"annual",2.55675025463053,441861.892519773,47214.9289953268,334184023
"1674","NAC","2008","XU","North America",2008-01-01,"annual",2.68305859763491,445434.169948925,47602.8710006479,337405012
"1675","NAC","2009","XU","North America",2009-01-01,"annual",2.7428949609907,454498.288823924,46192.1912852048,340465736
"1676","NAC","2010","XU","North America",2010-01-01,"annual",2.64616443012269,466675.89812596,47548.7002571933,343418591
"1677","NAC","2011","XU","North America",2011-01-01,"annual",2.6713920136885,482955.285269007,48975.3766706132,346070702
"1678","NAC","2012","XU","North America",2012-01-01,"annual",2.60589666295773,492535.802071173,50523.415888658,348813722
"1679","NAC","2013","XU","North America",2013-01-01,"annual",2.63522123212153,495917.14329212,51918.1558148524,351425360
"1680","NAC","2014","XU","North America",2014-01-01,"annual",2.64845119992168,501864.271076233,53671.4012607355,354173159
"1681","NAM","2005","NA","Namibia",2005-01-01,"annual",NA,50.3,6464.09334391884,2032196
"1682","NAM","2006","NA","Namibia",2006-01-01,"annual",NA,34.7,7052.26789429724,2055734
"1683","NAM","2007","NA","Namibia",2007-01-01,"annual",NA,38.3,7629.28589262665,2079915
"1684","NAM","2008","NA","Namibia",2008-01-01,"annual",NA,36,7884.76288872048,2106375
"1685","NAM","2009","NA","Namibia",2009-01-01,"annual",NA,33.2,7853.81899797779,2137040
"1686","NAM","2010","NA","Namibia",2010-01-01,"annual",0.14165,39,8289.69602705332,2173170
"1687","NAM","2011","NA","Namibia",2011-01-01,"annual",NA,46.9,8721.25552382066,2215621
"1688","NAM","2012","NA","Namibia",2012-01-01,"annual",NA,66,9132.34291353289,2263934
"1689","NAM","2013","NA","Namibia",2013-01-01,"annual",NA,86.1,9578.38348510814,2316520
"1690","NAM","2014","NA","Namibia",2014-01-01,"annual",0.33695,94.8,10111.2966354803,2370992
"1691","NCL","2005","NC","New Caledonia",2005-01-01,"annual",NA,NA,NA,231000
"1692","NCL","2006","NC","New Caledonia",2006-01-01,"annual",NA,NA,NA,235000
"1693","NCL","2007","NC","New Caledonia",2007-01-01,"annual",NA,NA,NA,238000
"1694","NCL","2008","NC","New Caledonia",2008-01-01,"annual",NA,NA,NA,242000
"1695","NCL","2009","NC","New Caledonia",2009-01-01,"annual",NA,NA,NA,245000
"1696","NCL","2010","NC","New Caledonia",2010-01-01,"annual",NA,NA,NA,250000
"1697","NCL","2011","NC","New Caledonia",2011-01-01,"annual",NA,NA,NA,254000
"1698","NCL","2012","NC","New Caledonia",2012-01-01,"annual",NA,NA,NA,259000
"1699","NCL","2013","NC","New Caledonia",2013-01-01,"annual",NA,NA,NA,263000
"1700","NCL","2014","NC","New Caledonia",2014-01-01,"annual",NA,NA,NA,268000
"1701","NER","2005","NE","Niger",2005-01-01,"annual",NA,22.2,679.336263878296,13618449
"1702","NER","2006","NE","Niger",2006-01-01,"annual",NA,29.8,713.895009294174,14132064
"1703","NER","2007","NE","Niger",2007-01-01,"annual",NA,29.2,728.317488441887,14668338
"1704","NER","2008","NE","Niger",2008-01-01,"annual",NA,26.9,783.866685430174,15228525
"1705","NER","2009","NE","Niger",2009-01-01,"annual",NA,55.5,755.162215559653,15813913
"1706","NER","2010","NE","Niger",2010-01-01,"annual",NA,66.1,797.511741535431,16425578
"1707","NER","2011","NE","Niger",2011-01-01,"annual",NA,31.9,801.604231148649,17064636
"1708","NER","2012","NE","Niger",2012-01-01,"annual",NA,32,878.476780002788,17731634
"1709","NER","2013","NE","Niger",2013-01-01,"annual",NA,32.7,904.263490287172,18426372
"1710","NER","2014","NE","Niger",2014-01-01,"annual",NA,49.6,950.597158553458,19148219
"1711","NGA","2005","NG","Nigeria",2005-01-01,"annual",NA,1660.5,3694.48577376715,138939478
"1712","NGA","2006","NG","Nigeria",2006-01-01,"annual",NA,2049.7,4014.48935043843,142614094
"1713","NGA","2007","NG","Nigeria",2007-01-01,"annual",0.21939,2297.2,4288.3953127742,146417024
"1714","NGA","2008","NG","Nigeria",2008-01-01,"annual",NA,2328.3,4525.21218238773,150347390
"1715","NGA","2009","NG","Nigeria",2009-01-01,"annual",NA,3001.9,4747.71493322792,154402181
"1716","NGA","2010","NG","Nigeria",2010-01-01,"annual",NA,3458.1,5045.9781670335,158578261
"1717","NGA","2011","NG","Nigeria",2011-01-01,"annual",NA,3783.5,5259.29550424022,162877076
"1718","NGA","2012","NG","Nigeria",2012-01-01,"annual",NA,3582.1,5437.80711669289,167297284
"1719","NGA","2013","NG","Nigeria",2013-01-01,"annual",NA,3809.3,5670.10257460671,171829303
"1720","NGA","2014","NG","Nigeria",2014-01-01,"annual",NA,3994.7,5963.18002701218,176460502
"1721","NIC","2005","NI","Nicaragua",2005-01-01,"annual",NA,20.4,3358.64501396342,5379328
"1722","NIC","2006","NI","Nicaragua",2006-01-01,"annual",NA,32.1,3546.81345349437,5450211
"1723","NIC","2007","NI","Nicaragua",2007-01-01,"annual",NA,22.6,3776.23335774797,5522106
"1724","NIC","2008","NI","Nicaragua",2008-01-01,"annual",NA,32.7,3931.05430059704,5594506
"1725","NIC","2009","NI","Nicaragua",2009-01-01,"annual",NA,29.1,3781.76748043469,5666581
"1726","NIC","2010","NI","Nicaragua",2010-01-01,"annual",NA,33.5,3947.21676586778,5737723
"1727","NIC","2011","NI","Nicaragua",2011-01-01,"annual",0.08351,32.9,4231.49751775883,5807820
"1728","NIC","2012","NI","Nicaragua",2012-01-01,"annual",0.10534,34.4,4535.28473685265,5877108
"1729","NIC","2013","NI","Nicaragua",2013-01-01,"annual",0.1038,28.6,4779.77333286712,5945747
"1730","NIC","2014","NI","Nicaragua",2014-01-01,"annual",0.09006,37,5030.55456063828,6013997
