"","iso3c","date","iso2c","country","date_ct","granularity","GB.XPD.RSDV.GD.ZS","IP.JRN.ARTC.SC","NY.GDP.PCAP.PP.CD","SP.POP.TOTL"
"617","EAS","2011","Z4","East Asia & Pacific",2011-01-01,"annual",2.35256241845032,624494.671387233,12605.0093451499,2220357890
"618","EAS","2012","Z4","East Asia & Pacific",2012-01-01,"annual",2.49962382398224,627777.907684731,13472.9567553335,2235430359
"619","EAS","2013","Z4","East Asia & Pacific",2013-01-01,"annual",2.29641584976597,666578.113950967,14396.1314875255,2250552199
"620","EAS","2014","Z4","East Asia & Pacific",2014-01-01,"annual",2.4913339326692,702708.395021972,15229.6198636519,2265898057
"621","ECA","2005","7E","Europe & Central Asia (excluding high income)",2005-01-01,"annual",0.794868959179246,72087.9507925224,9646.64455176311,397469492
"622","ECA","2006","7E","Europe & Central Asia (excluding high income)",2006-01-01,"annual",0.801062881196832,68854.9096205766,11535.7885708458,398011334
"623","ECA","2007","7E","Europe & Central Asia (excluding high income)",2007-01-01,"annual",0.86378231102989,75467.9483813749,12850.3721545853,398693705
"624","ECA","2008","7E","Europe & Central Asia (excluding high income)",2008-01-01,"annual",0.834580364661697,80163.3,14745.0821491483,399739094
"625","ECA","2009","7E","Europe & Central Asia (excluding high income)",2009-01-01,"annual",0.943764749103709,87454.6,14242.3639127697,401472949
"626","ECA","2010","7E","Europe & Central Asia (excluding high income)",2010-01-01,"annual",0.893770080255535,92446.4,15247.0828078126,403470694
"627","ECA","2011","7E","Europe & Central Asia (excluding high income)",2011-01-01,"annual",0.850850699168076,97990,17307.7203557377,405521953
"628","ECA","2012","7E","Europe & Central Asia (excluding high income)",2012-01-01,"annual",0.882529515964414,101551.8,18214.0336432537,407706585
"629","ECA","2013","7E","Europe & Central Asia (excluding high income)",2013-01-01,"annual",0.879464293647066,108379.6,18925.3281970024,410126644
"630","ECA","2014","7E","Europe & Central Asia (excluding high income)",2014-01-01,"annual",0.897082435783959,113326.2,19383.1031831511,412510951
"631","ECS","2005","Z7","Europe & Central Asia",2005-01-01,"annual",1.65268250780928,545821.918556489,20270.0890471321,872661621
"632","ECS","2006","Z7","Europe & Central Asia",2006-01-01,"annual",1.66033006661149,565238.116749017,22426.5088987515,875343230
"633","ECS","2007","Z7","Europe & Central Asia",2007-01-01,"annual",1.66275925083173,596147.606464889,24018.1292853487,878465992
"634","ECS","2008","Z7","Europe & Central Asia",2008-01-01,"annual",1.7277183707744,621352.911922456,25661.374715192,881965816
"635","ECS","2009","Z7","Europe & Central Asia",2009-01-01,"annual",1.81829398278026,652018.000085726,24941.3574786327,885591693
"636","ECS","2010","Z7","Europe & Central Asia",2010-01-01,"annual",1.78386990781783,671191.007598332,26017.0356624716,889016221
"637","ECS","2011","Z7","Europe & Central Asia",2011-01-01,"annual",1.7921848756761,702953.656835904,27769.773913578,891094964
"638","ECS","2012","Z7","Europe & Central Asia",2012-01-01,"annual",1.84307480076924,734248.052027832,28487.7267642798,894666669
"639","ECS","2013","Z7","Europe & Central Asia",2013-01-01,"annual",1.81637293012593,754879.039184802,29489.4475575561,898855113
"640","ECS","2014","Z7","Europe & Central Asia",2014-01-01,"annual",1.85734778276017,775796.120460666,30242.1451364172,903094668
"641","ECU","2005","EC","Ecuador",2005-01-01,"annual",NA,126.2,7664.28927281167,13735233
"642","ECU","2006","EC","Ecuador",2006-01-01,"annual",0.12863,123.4,8110.48556053097,13967480
"643","ECU","2007","EC","Ecuador",2007-01-01,"annual",0.13194,140.9,8366.14544413312,14205453
"644","ECU","2008","EC","Ecuador",2008-01-01,"annual",0.22779,152,8920.50082665879,14447562
"645","ECU","2009","EC","Ecuador",2009-01-01,"annual",0.39463,181.9,8889.21352587757,14691275
"646","ECU","2010","EC","Ecuador",2010-01-01,"annual",0.40297,190,9163.15913647781,14934690
"647","ECU","2011","EC","Ecuador",2011-01-01,"annual",0.33991,168.6,9926.90344109607,15177355
"648","ECU","2012","EC","Ecuador",2012-01-01,"annual",0.33236,253.5,10512.3187519049,15419666
"649","ECU","2013","EC","Ecuador",2013-01-01,"annual",0.3799,270.2,11037.3467676481,15661547
"650","ECU","2014","EC","Ecuador",2014-01-01,"annual",0.44148,409.1,11461.2589277066,15903112
"651","EGY","2005","EG","Egypt, Arab Rep.",2005-01-01,"annual",0.24119,3600,7124.48986200231,76778149
"652","EGY","2006","EG","Egypt, Arab Rep.",2006-01-01,"annual",0.2589,3958.3,7708.0475610928,78159048
"653","EGY","2007","EG","Egypt, Arab Rep.",2007-01-01,"annual",0.25503,4512.1,8327.41081259923,79537253
"654","EGY","2008","EG","Egypt, Arab Rep.",2008-01-01,"annual",0.27009,4918.8,8939.28213481048,80953881
"655","EGY","2009","EG","Egypt, Arab Rep.",2009-01-01,"annual",0.43404,6105.2,9255.38392726248,82465022
"656","EGY","2010","EG","Egypt, Arab Rep.",2010-01-01,"annual",0.43223,6665.5,9658.06521473712,84107606
"657","EGY","2011","EG","Egypt, Arab Rep.",2011-01-01,"annual",0.53197,7426.6,9823.82328675711,85897561
"658","EGY","2012","EG","Egypt, Arab Rep.",2012-01-01,"annual",0.51349,8514.4,10003.3542171587,87813257
"659","EGY","2013","EG","Egypt, Arab Rep.",2013-01-01,"annual",0.64603,8949.2,10156.4148475603,89807433
"660","EGY","2014","EG","Egypt, Arab Rep.",2014-01-01,"annual",0.64558,9311.2,10387.1746615549,91812566
"661","EMU","2005","XC","Euro area",2005-01-01,"annual",1.77777987050359,308140,30126.5826670288,329380418
"662","EMU","2006","XC","Euro area",2006-01-01,"annual",1.8005200722508,323375.6,32539.1647462189,330922786
"663","EMU","2007","XC","Euro area",2007-01-01,"annual",1.8062639530623,340977.2,34425.7109951329,332645168
"664","EMU","2008","XC","Euro area",2008-01-01,"annual",1.8888952118572,356900.3,35758.7671901867,334274731
"665","EMU","2009","XC","Euro area",2009-01-01,"annual",1.98636676698128,374452.4,34853.2208649495,335360887
"666","EMU","2010","XC","Euro area",2010-01-01,"annual",1.99445142311723,383324.6,35853.5583878633,336151479
"667","EMU","2011","XC","Euro area",2011-01-01,"annual",2.04241857486257,400246,37437.9484589891,335425831
"668","EMU","2012","XC","Euro area",2012-01-01,"annual",2.10125866854354,418311.2,37805.1211408141,336167296
"669","EMU","2013","XC","Euro area",2013-01-01,"annual",2.10485734293673,426446.1,38988.6339281093,337296873
"670","EMU","2014","XC","Euro area",2014-01-01,"annual",2.14341238747333,436168.2,39919.3062907178,338429646
"671","ERI","2005","ER","Eritrea",2005-01-01,"annual",NA,12.8,1450.33341729727,3969007
"672","ERI","2006","ER","Eritrea",2006-01-01,"annual",NA,17.4,1444.85802970892,4066648
"673","ERI","2007","ER","Eritrea",2007-01-01,"annual",NA,16.5,1473.07494141085,4153332
"674","ERI","2008","ER","Eritrea",2008-01-01,"annual",NA,10,1329.64437262065,4232636
"675","ERI","2009","ER","Eritrea",2009-01-01,"annual",NA,7,1366.59093114871,4310334
"676","ERI","2010","ER","Eritrea",2010-01-01,"annual",NA,11.7,1387.71466344319,4390840
"677","ERI","2011","ER","Eritrea",2011-01-01,"annual",NA,13.3,1510.45892910899,4474690
"678","ERI","2012","ER","Eritrea",2012-01-01,"annual",NA,5.2,NA,NA
"679","ERI","2013","ER","Eritrea",2013-01-01,"annual",NA,10.6,NA,NA
"680","ERI","2014","ER","Eritrea",2014-01-01,"annual",NA,7.5,NA,NA
"681","ESP","2005","ES","Spain",2005-01-01,"annual",1.09526,35673.9,27702.4643073663,43653155
"682","ESP","2006","ES","Spain",2006-01-01,"annual",1.16982,39270.5,30819.2423963848,44397319
"683","ESP","2007","ES","Spain",2007-01-01,"annual",1.2354,42014.7,32591.4099634342,45226803
"684","ESP","2008","ES","Spain",2008-01-01,"annual",1.31262,43958.6,33463.6540993469,45954106
"685","ESP","2009","ES","Spain",2009-01-01,"annual",1.35016,47326.9,32385.2063180105,46362946
"686","ESP","2010","ES","Spain",2010-01-01,"annual",1.35078,49035.6,31954.2427536427,46576897
"687","ESP","2011","ES","Spain",2011-01-01,"annual",1.32564,52355.1,32068.2709273108,46742697
"688","ESP","2012","ES","Spain",2012-01-01,"annual",1.28765,55108.1,31988.2538693179,46773055
"689","ESP","2013","ES","Spain",2013-01-01,"annual",1.26328,55736.4,32603.9057713971,46620045
"690","ESP","2014","ES","Spain",2014-01-01,"annual",1.23277,57075.8,33709.6492402637,46480882
"691","EST","2005","EE","Estonia",2005-01-01,"annual",0.92364,715.5,16516.1438725455,1354775
"692","EST","2006","EE","Estonia",2006-01-01,"annual",1.11666,853.7,19260.4933930278,1346810
"693","EST","2007","EE","Estonia",2007-01-01,"annual",1.06884,1014.9,21960.507498394,1340680
"694","EST","2008","EE","Estonia",2008-01-01,"annual",1.25952,1118,22664.0393274715,1337090
"695","EST","2009","EE","Estonia",2009-01-01,"annual",1.39541,1128,20498.7060613234,1334515
"696","EST","2010","EE","Estonia",2010-01-01,"annual",1.58162,1407.1,21602.7407439834,1331475
"697","EST","2011","EE","Estonia",2011-01-01,"annual",2.30655,1381.7,24543.0674715452,1327439
"698","EST","2012","EE","Estonia",2012-01-01,"annual",2.12265,1475,26022.4688470951,1322696
"699","EST","2013","EE","Estonia",2013-01-01,"annual",1.72601,1506.4,27495.7344185694,1317997
"700","EST","2014","EE","Estonia",2014-01-01,"annual",1.45122,1675.2,28538.4286440465,1314545
"701","ETH","2005","ET","Ethiopia",2005-01-01,"annual",0.17965,220.5,652.106061397485,76727083
"702","ETH","2006","ET","Ethiopia",2006-01-01,"annual",NA,272,724.901694235947,78850689
"703","ETH","2007","ET","Ethiopia",2007-01-01,"annual",0.1712,309.1,807.436564543538,81000409
"704","ETH","2008","ET","Ethiopia",2008-01-01,"annual",NA,342.9,888.142451706092,83184892
"705","ETH","2009","ET","Ethiopia",2009-01-01,"annual",NA,413,948.224952260441,85416253
"706","ETH","2010","ET","Ethiopia",2010-01-01,"annual",0.24129,451.1,1052.10426150867,87702670
"707","ETH","2011","ET","Ethiopia",2011-01-01,"annual",NA,513.5,1162.78331740492,90046756
"708","ETH","2012","ET","Ethiopia",2012-01-01,"annual",NA,710.6,1253.24331774066,92444183
"709","ETH","2013","ET","Ethiopia",2013-01-01,"annual",0.60468,842.4,1371.98167052453,94887724
"710","ETH","2014","ET","Ethiopia",2014-01-01,"annual",NA,1025,1497.68330917898,97366774
"711","EUU","2005","EU","European Union",2005-01-01,"annual",1.7428546462135,459901.1,27519.7717097856,496115011
"712","EUU","2006","EU","European Union",2006-01-01,"annual",1.7639007317747,480818.1,29769.8136659029,497973707
"713","EUU","2007","EU","European Union",2007-01-01,"annual",1.76754274994736,506962.8,31527.5285192953,499916649
"714","EUU","2008","EU","European Union",2008-01-01,"annual",1.83764724904023,528948.8,32948.1316502154,501808478
"715","EUU","2009","EU","European Union",2009-01-01,"annual",1.93136462128189,553592.5,32147.4691385838,503317964
"716","EUU","2010","EU","European Union",2010-01-01,"annual",1.92766528573338,568066.2,33272.1325739089,504421131
"717","EUU","2011","EU","European Union",2011-01-01,"annual",1.97031632107491,593001.5,34726.206740153,504012082
"718","EUU","2012","EU","European Union",2012-01-01,"annual",2.00913732659611,619018.3,35275.7465776556,505104334
"719","EUU","2013","EU","European Union",2013-01-01,"annual",2.02252352704021,632209,36489.1147184338,506592457
"720","EUU","2014","EU","European Union",2014-01-01,"annual",2.04493768609098,646623,37499.2974332361,508157247
"721","FCS","2005","F1","Fragile and conflict affected situations",2005-01-01,"annual",NA,1752.2086063692,2850.32230703085,387862311
"722","FCS","2006","F1","Fragile and conflict affected situations",2006-01-01,"annual",NA,2056.13619269267,3066.90679588912,397732436
"723","FCS","2007","F1","Fragile and conflict affected situations",2007-01-01,"annual",NA,2194.78056879972,3238.97824934312,407747286
"724","FCS","2008","F1","Fragile and conflict affected situations",2008-01-01,"annual",NA,2484.34840403279,3405.58391154105,417919663
"725","FCS","2009","F1","Fragile and conflict affected situations",2009-01-01,"annual",NA,2807.27135616359,3513.40032136344,428246870
"726","FCS","2010","F1","Fragile and conflict affected situations",2010-01-01,"annual",NA,3343.59266502127,3692.10166539586,438737943
"727","FCS","2011","F1","Fragile and conflict affected situations",2011-01-01,"annual",NA,3466.30331352907,3491.57089837899,449398455
"728","FCS","2012","F1","Fragile and conflict affected situations",2012-01-01,"annual",NA,3868.14382692022,3710.1570428729,460228236
"729","FCS","2013","F1","Fragile and conflict affected situations",2013-01-01,"annual",NA,4142.25631166872,3900.93851434228,471253115
"730","FCS","2014","F1","Fragile and conflict affected situations",2014-01-01,"annual",NA,4369.64107401015,4006.91650697167,482474449
"731","FIN","2005","FI","Finland",2005-01-01,"annual",3.33762,9037.7,31993.4072568579,5246096
"732","FIN","2006","FI","Finland",2006-01-01,"annual",3.33017,9204,34367.4742778969,5266268
"733","FIN","2007","FI","Finland",2007-01-01,"annual",3.33833,9413.7,37696.6476231686,5288720
"734","FIN","2008","FI","Finland",2008-01-01,"annual",3.5418,9579.8,39969.3875987055,5313399
"735","FIN","2009","FI","Finland",2009-01-01,"annual",3.74943,9921.3,37823.2291881784,5338871
"736","FIN","2010","FI","Finland",2010-01-01,"annual",3.72797,9976.6,38775.1748566366,5363352
"737","FIN","2011","FI","Finland",2011-01-01,"annual",3.63639,10345.3,40683.5275821703,5388272
"738","FIN","2012","FI","Finland",2012-01-01,"annual",3.41594,10488.1,40620.176066035,5413971
"739","FIN","2013","FI","Finland",2013-01-01,"annual",3.29266,10824.1,41293.5157728524,5438972
"740","FIN","2014","FI","Finland",2014-01-01,"annual",3.17663,11220,41470.2023590157,5461512
"741","FJI","2005","FJ","Fiji",2005-01-01,"annual",NA,58.8,6612.74768825184,821817
"742","FJI","2006","FJ","Fiji",2006-01-01,"annual",NA,75,6895.23751598187,827411
"743","FJI","2007","FJ","Fiji",2007-01-01,"annual",NA,85.8,6956.30486613424,834812
"744","FJI","2008","FJ","Fiji",2008-01-01,"annual",NA,63.3,7093.550249278,843340
"745","FJI","2009","FJ","Fiji",2009-01-01,"annual",NA,68,6976.98370264113,851967
"746","FJI","2010","FJ","Fiji",2010-01-01,"annual",NA,62.6,7203.36569339968,859950
"747","FJI","2011","FJ","Fiji",2011-01-01,"annual",NA,62.1,7488.82938057572,867086
"748","FJI","2012","FJ","Fiji",2012-01-01,"annual",NA,67.6,7676.77870839263,873596
"749","FJI","2013","FJ","Fiji",2013-01-01,"annual",NA,89.5,8113.23615419332,879715
"750","FJI","2014","FJ","Fiji",2014-01-01,"annual",NA,123.2,8644.50616851699,885806
"751","FRA","2005","FR","France",2005-01-01,"annual",2.04676,59581.4,30603.4648188114,63179356
"752","FRA","2006","FR","France",2006-01-01,"annual",2.04889,62448,32528.8586651383,63621376
"753","FRA","2007","FR","France",2007-01-01,"annual",2.01554,64476.8,34158.1253915867,64016229
"754","FRA","2008","FR","France",2008-01-01,"annual",2.05332,67209.2,35156.3833873281,64374990
"755","FRA","2009","FR","France",2009-01-01,"annual",2.20799,69380.8,34725.4148480365,64707044
"756","FRA","2010","FR","France",2010-01-01,"annual",2.17344,70177.1,35992.5139092599,65027512
"757","FRA","2011","FR","France",2011-01-01,"annual",2.18988,72035.5,37457.2848600019,65342776
"758","FRA","2012","FR","France",2012-01-01,"annual",2.22579,74413.7,37645.3108519357,65659790
"759","FRA","2013","FR","France",2013-01-01,"annual",2.23406,75266,39487.8367628998,65998570
"760","FRA","2014","FR","France",2014-01-01,"annual",2.23919,75017.4,40091.7401308916,66331957
"761","FRO","2005","FO","Faroe Islands",2005-01-01,"annual",NA,NA,NA,48285
"762","FRO","2006","FO","Faroe Islands",2006-01-01,"annual",NA,NA,NA,48383
"763","FRO","2007","FO","Faroe Islands",2007-01-01,"annual",NA,NA,NA,48448
"764","FRO","2008","FO","Faroe Islands",2008-01-01,"annual",NA,NA,NA,48485
"765","FRO","2009","FO","Faroe Islands",2009-01-01,"annual",NA,NA,NA,48517
"766","FRO","2010","FO","Faroe Islands",2010-01-01,"annual",NA,NA,NA,48550
"767","FRO","2011","FO","Faroe Islands",2011-01-01,"annual",NA,NA,NA,48608
"768","FRO","2012","FO","Faroe Islands",2012-01-01,"annual",NA,NA,NA,48666
"769","FRO","2013","FO","Faroe Islands",2013-01-01,"annual",NA,NA,NA,48747
"770","FRO","2014","FO","Faroe Islands",2014-01-01,"annual",NA,NA,NA,48842
"771","FSM","2005","FM","Micronesia, Fed. Sts.",2005-01-01,"annual",NA,6,2898.40960529312,106196
"772","FSM","2006","FM","Micronesia, Fed. Sts.",2006-01-01,"annual",NA,2,2998.00560130114,105684
"773","FSM","2007","FM","Micronesia, Fed. Sts.",2007-01-01,"annual",NA,7.1,3034.79557292698,105078
"774","FSM","2008","FM","Micronesia, Fed. Sts.",2008-01-01,"annual",NA,4.3,3043.07898317406,104478
"775","FSM","2009","FM","Micronesia, Fed. Sts.",2009-01-01,"annual",NA,2.9,3117.74184609378,103960
"776","FSM","2010","FM","Micronesia, Fed. Sts.",2010-01-01,"annual",NA,8.2,3230.94985546081,103616
"777","FSM","2011","FM","Micronesia, Fed. Sts.",2011-01-01,"annual",NA,4.9,3412.90655368719,103468
"778","FSM","2012","FM","Micronesia, Fed. Sts.",2012-01-01,"annual",NA,4.5,3405.47227886479,103503
"779","FSM","2013","FM","Micronesia, Fed. Sts.",2013-01-01,"annual",NA,5.9,3320.56347959372,103702
"780","FSM","2014","FM","Micronesia, Fed. Sts.",2014-01-01,"annual",NA,3.2,3290.79782806687,104015
"781","GAB","2005","GA","Gabon",2005-01-01,"annual",NA,43.1,14961.5932962312,1403126
"782","GAB","2006","GA","Gabon",2006-01-01,"annual",NA,42.6,14555.669363627,1444844
"783","GAB","2007","GA","Gabon",2007-01-01,"annual",0.41644,34.1,15369.0910365706,1489193
"784","GAB","2008","GA","Gabon",2008-01-01,"annual",0.51125,42.9,14686.4594740914,1536411
"785","GAB","2009","GA","Gabon",2009-01-01,"annual",0.57893,50.4,14347.1717047969,1586754
"786","GAB","2010","GA","Gabon",2010-01-01,"annual",NA,43.7,15045.1665571067,1640210
"787","GAB","2011","GA","Gabon",2011-01-01,"annual",NA,57.3,15893.5162321878,1697101
"788","GAB","2012","GA","Gabon",2012-01-01,"annual",NA,52,16457.1588360764,1756817
"789","GAB","2013","GA","Gabon",2013-01-01,"annual",NA,50.6,17078.2216723427,1817271
"790","GAB","2014","GA","Gabon",2014-01-01,"annual",NA,60.1,17534.9816883357,1875713
"791","GBR","2005","GB","United Kingdom",2005-01-01,"annual",1.5711,84993.1,32436.8795877613,60401206
"792","GBR","2006","GB","United Kingdom",2006-01-01,"annual",1.58925,88060.9,34500.7081277846,60846820
"793","GBR","2007","GB","United Kingdom",2007-01-01,"annual",1.63378,91352.4,35289.3980051373,61322463
"794","GBR","2008","GB","United Kingdom",2008-01-01,"annual",1.64367,92000.6,36257.5124453907,61806995
"795","GBR","2009","GB","United Kingdom",2009-01-01,"annual",1.70155,94757.4,34589.5665993615,62276270
"796","GBR","2010","GB","United Kingdom",2010-01-01,"annual",1.67911,95488.8,35875.456276784,62766365
"797","GBR","2011","GB","United Kingdom",2011-01-01,"annual",1.67974,98479.6,36607.9810897257,63258918
"798","GBR","2012","GB","United Kingdom",2012-01-01,"annual",1.6075,101367,37705.5942229818,63700300
"799","GBR","2013","GB","United Kingdom",2013-01-01,"annual",1.65949,103051,39308.1345662744,64128226
"800","GBR","2014","GB","United Kingdom",2014-01-01,"annual",1.6813,102970.6,40707.2009944903,64613160
"801","GEO","2005","GE","Georgia",2005-01-01,"annual",0.17658,377,4364.78650465253,4190000
"802","GEO","2006","GE","Georgia",2006-01-01,"annual",NA,357.5,4985.27652284394,4136000
"803","GEO","2007","GE","Georgia",2007-01-01,"annual",NA,307.4,5825.77326507009,4082000
"804","GEO","2008","GE","Georgia",2008-01-01,"annual",NA,350.1,6155.92744153496,4030000
"805","GEO","2009","GE","Georgia",2009-01-01,"annual",NA,406.6,6054.39489734577,3978000
"806","GEO","2010","GE","Georgia",2010-01-01,"annual",NA,346.4,6597.56854892246,3926000
"807","GEO","2011","GE","Georgia",2011-01-01,"annual",NA,463.2,7315.0908976643,3875000
"808","GEO","2012","GE","Georgia",2012-01-01,"annual",NA,441.4,8026.50718674542,3825000
"809","GEO","2013","GE","Georgia",2013-01-01,"annual",0.08367,473.4,8541.81225964198,3776000
"810","GEO","2014","GE","Georgia",2014-01-01,"annual",0.1849,486.1,9198.46751751426,3727000
"811","GHA","2005","GH","Ghana",2005-01-01,"annual",NA,191.1,2260.9938369132,21542009
"812","GHA","2006","GH","Ghana",2006-01-01,"annual",NA,195.1,2415.53128031403,22113425
"813","GHA","2007","GH","Ghana",2007-01-01,"annual",0.23157,249,2520.72166260724,22700212
"814","GHA","2008","GH","Ghana",2008-01-01,"annual",NA,269.2,2733.27841163654,23298640
"815","GHA","2009","GH","Ghana",2009-01-01,"annual",NA,336.2,2814.3850234161,23903831
"816","GHA","2010","GH","Ghana",2010-01-01,"annual",0.37655,367.3,2997.5259544255,24512104
"817","GHA","2011","GH","Ghana",2011-01-01,"annual",NA,439.3,3404.45956595241,25121796
"818","GHA","2012","GH","Ghana",2012-01-01,"annual",NA,549.5,3699.34780501398,25733049
"819","GHA","2013","GH","Ghana",2013-01-01,"annual",NA,603.7,3940.08736961076,26346251
"820","GHA","2014","GH","Ghana",2014-01-01,"annual",NA,662.2,4067.26186181809,26962563
"821","GIB","2005","GI","Gibraltar",2005-01-01,"annual",NA,NA,NA,32085
"822","GIB","2006","GI","Gibraltar",2006-01-01,"annual",NA,NA,NA,32296
"823","GIB","2007","GI","Gibraltar",2007-01-01,"annual",NA,NA,NA,32510
"824","GIB","2008","GI","Gibraltar",2008-01-01,"annual",NA,NA,NA,32732
"825","GIB","2009","GI","Gibraltar",2009-01-01,"annual",NA,NA,NA,32956
"826","GIB","2010","GI","Gibraltar",2010-01-01,"annual",NA,NA,NA,33189
"827","GIB","2011","GI","Gibraltar",2011-01-01,"annual",NA,NA,NA,33405
"828","GIB","2012","GI","Gibraltar",2012-01-01,"annual",NA,NA,NA,33623
"829","GIB","2013","GI","Gibraltar",2013-01-01,"annual",NA,NA,NA,33831
"830","GIB","2014","GI","Gibraltar",2014-01-01,"annual",NA,NA,NA,34038
"831","GIN","2005","GN","Guinea",2005-01-01,"annual",NA,7,1339.16323930099,9679745
"832","GIN","2006","GN","Guinea",2006-01-01,"annual",NA,18.9,1385.89253611431,9881428
"833","GIN","2007","GN","Guinea",2007-01-01,"annual",NA,15.1,1483.10679069501,10096727
"834","GIN","2008","GN","Guinea",2008-01-01,"annual",NA,11.8,1540.2934112748,10323142
"835","GIN","2009","GN","Guinea",2009-01-01,"annual",NA,12,1494.34488241362,10556524
"836","GIN","2010","GN","Guinea",2010-01-01,"annual",NA,11.4,1543.51448652397,10794170
"837","GIN","2011","GN","Guinea",2011-01-01,"annual",NA,11.2,1625.57266316287,11035170
"838","GIN","2012","GN","Guinea",2012-01-01,"annual",NA,11.6,1715.16415690067,11281469
"839","GIN","2013","GN","Guinea",2013-01-01,"annual",NA,11.3,1771.36037790936,11536615
"840","GIN","2014","GN","Guinea",2014-01-01,"annual",NA,23.8,1823.80457143398,11805509
"841","GMB","2005","GM","Gambia, The",2005-01-01,"annual",NA,36,1365.18247874547,1444204
"842","GMB","2006","GM","Gambia, The",2006-01-01,"annual",NA,46.1,1378.26263900107,1491021
"843","GMB","2007","GM","Gambia, The",2007-01-01,"annual",NA,36.2,1420.49954969469,1539116
"844","GMB","2008","GM","Gambia, The",2008-01-01,"annual",0.02039,41.7,1483.74593951925,1588572
"845","GMB","2009","GM","Gambia, The",2009-01-01,"annual",0.01748,40.2,1541.9464094217,1639560
"846","GMB","2010","GM","Gambia, The",2010-01-01,"annual",NA,44.7,1610.96812658153,1692149
"847","GMB","2011","GM","Gambia, The",2011-01-01,"annual",0.13221,33.8,1524.75602386833,1746363
"848","GMB","2012","GM","Gambia, The",2012-01-01,"annual",NA,37.3,1589.05907559656,1802125
"849","GMB","2013","GM","Gambia, The",2013-01-01,"annual",NA,45.1,1639.99718914184,1859324
"850","GMB","2014","GM","Gambia, The",2014-01-01,"annual",NA,49.2,1629.81598998904,1917852
"851","GNB","2005","GW","Guinea-Bissau",2005-01-01,"annual",NA,9.4,1191.60003065699,1380838
"852","GNB","2006","GW","Guinea-Bissau",2006-01-01,"annual",NA,5.7,1228.2638539625,1412669
"853","GNB","2007","GW","Guinea-Bissau",2007-01-01,"annual",NA,12.1,1271.40600985338,1445958
"854","GNB","2008","GW","Guinea-Bissau",2008-01-01,"annual",NA,7.3,1306.40834026786,1480841
"855","GNB","2009","GW","Guinea-Bissau",2009-01-01,"annual",NA,8.3,1327.1154145494,1517448
"856","GNB","2010","GW","Guinea-Bissau",2010-01-01,"annual",NA,5.8,1372.0353014013,1555880
"857","GNB","2011","GW","Guinea-Bissau",2011-01-01,"annual",NA,10.4,1475.38909048806,1596154
"858","GNB","2012","GW","Guinea-Bissau",2012-01-01,"annual",NA,12.8,1438.98105859398,1638139
"859","GNB","2013","GW","Guinea-Bissau",2013-01-01,"annual",NA,12,1470.89968288805,1681495
"860","GNB","2014","GW","Guinea-Bissau",2014-01-01,"annual",NA,17.9,1470.06141736175,1725744
"861","GNQ","2005","GQ","Equatorial Guinea",2005-01-01,"annual",NA,1.5,27933.4654485513,757317
"862","GNQ","2006","GQ","Equatorial Guinea",2006-01-01,"annual",NA,3.7,29643.9263504681,792217
"863","GNQ","2007","GQ","Equatorial Guinea",2007-01-01,"annual",NA,3.8,33513.7421054508,829327
"864","GNQ","2008","GQ","Equatorial Guinea",2008-01-01,"annual",NA,2.4,38441.3483297428,868418
"865","GNQ","2009","GQ","Equatorial Guinea",2009-01-01,"annual",NA,4.8,37496.5682212741,909111
"866","GNQ","2010","GQ","Equatorial Guinea",2010-01-01,"annual",NA,4,33041.1883529952,951104
"867","GNQ","2011","GQ","Equatorial Guinea",2011-01-01,"annual",NA,2.2,34363.1529063453,994290
"868","GNQ","2012","GQ","Equatorial Guinea",2012-01-01,"annual",NA,2.8,36288.4062684229,1038593
"869","GNQ","2013","GQ","Equatorial Guinea",2013-01-01,"annual",NA,2.3,33877.5422420033,1083746
"870","GNQ","2014","GQ","Equatorial Guinea",2014-01-01,"annual",NA,2.2,33162.3706886304,1129424
"871","GRC","2005","GR","Greece",2005-01-01,"annual",0.57966,9248.9,25577.5240795599,10987314
"872","GRC","2006","GR","Greece",2006-01-01,"annual",0.56083,10684,28523.2423307477,11020362
"873","GRC","2007","GR","Greece",2007-01-01,"annual",0.57579,11041,29286.8729076901,11048473
"874","GRC","2008","GR","Greece",2008-01-01,"annual",0.66181,11774.1,30856.0118268477,11077841
"875","GRC","2009","GR","Greece",2009-01-01,"annual",0.62434,12118,30359.9252972847,11107017
"876","GRC","2010","GR","Greece",2010-01-01,"annual",0.59846,11954.3,28175.8555167678,11121341
"877","GRC","2011","GR","Greece",2011-01-01,"annual",0.67206,11967.4,26141.3195918975,11104899
"878","GRC","2012","GR","Greece",2012-01-01,"annual",0.70031,11980.5,25284.4640766238,11045011
"879","GRC","2013","GR","Greece",2013-01-01,"annual",0.80976,11923.4,26097.8719008736,10965211
"880","GRC","2014","GR","Greece",2014-01-01,"annual",0.83637,11752.7,26838.4552283268,10892413
"881","GRD","2005","GD","Grenada",2005-01-01,"annual",NA,5.7,10590.1681815382,102949
"882","GRD","2006","GD","Grenada",2006-01-01,"annual",NA,14.1,10448.2424282135,103259
"883","GRD","2007","GD","Grenada",2007-01-01,"annual",NA,20.4,11347.1334934115,103586
"884","GRD","2008","GD","Grenada",2008-01-01,"annual",NA,23.8,11640.8645214302,103930
"885","GRD","2009","GD","Grenada",2009-01-01,"annual",NA,19.5,10915.0675874433,104296
