Year,YearCode,Country Name,Country Code,"Health expenditure per capita, PPP (constant 2005 international $)","GDP per capita, PPP (constant 2005 international $)",GDP growth (annual %),"Life expectancy at birth, total (years)","Mortality rate, infant (per 1,000 live births)","Mortality rate, under-5 (per 1,000 live births)","Population, total"
2009,YR2009,Nigeria,NGA,151.8728878,2017.725664,6.959778059,50.94941463,83.4,133.9,155381020
2009,YR2009,Northern Mariana Islands,MNP,,,,,,,55278
2009,YR2009,Norway,NOR,5350.906802,47134.83654,-1.634885326,80.79512195,2.8,3.4,4828726
2009,YR2009,Oman,OMN,810.4407382,24671.45315,1.1,73.00409756,8.5,10.3,2663224
2009,YR2009,Pakistan,PAK,74.53537862,2362.542472,3.59535521,64.95521951,61.9,75.7,170093999
2009,YR2009,Palau,PLW,1466.872785,15037.49259,-10.60268881,,15.2,19.2,20344
2009,YR2009,Panama,PAN,1056.416745,11423.5328,3.856190119,75.8012439,17.5,20.6,3615846
2009,YR2009,Papua New Guinea,PNG,97.38767171,2100.065652,5.5,62.07390244,46.1,59.7,6704829
2009,YR2009,Paraguay,PRY,375.4922828,4780.878238,-3.965695464,72.06831707,20.6,24.3,6347383
2009,YR2009,Peru,PER,465.9557656,7905.181576,0.861695031,73.54307317,16.2,20.8,28934303
2009,YR2009,Philippines,PHL,153.9417664,3357.498283,1.148330409,68.2255122,21.7,27.4,91886400
2009,YR2009,Poland,POL,1365.238116,16706.75998,1.6,75.69512195,5.4,6.3,38151603
2009,YR2009,Portugal,PRT,2697.116277,21375.68865,-2.908357436,78.72682927,3,3.8,10632482
2009,YR2009,Puerto Rico,PRI,,,-1.952425142,78.80697561,,,3740410
2009,YR2009,Qatar,QAT,1964.619409,67313.05011,12,77.93919512,7,8.4,1564082
2009,YR2009,Romania,ROM,826.269247,10873.16977,-6.575997373,73.3097561,12.8,14.8,21480401
2009,YR2009,Russian Federation,RUS,1156.032388,13616.20737,-7.820885027,68.60487805,10.9,13.3,141910000
2009,YR2009,Rwanda,RWA,110.0369211,1013.494867,6.244009575,54.66580488,45.6,67.7,10529668
2009,YR2009,Samoa,WSM,230.4701298,3841.822965,-5.1,72.06356098,16.5,19.3,184704
2009,YR2009,San Marino,SMR,3272.589998,,,82.99554324,1.9,2.1,30698
2009,YR2009,Sao Tome and Principe,STP,155.8762106,1519.556359,4.022881806,64.10753659,58.3,89.1,173240
2009,YR2009,Saudi Arabia,SAU,903.5220714,20100.82373,0.096515746,73.63217073,9.2,10.7,26796375
2009,YR2009,Senegal,SEN,107.7691809,1648.709996,2.091070217,58.63231707,49.3,73.5,12586827
2009,YR2009,Serbia,SRB,1165.50272,9468.335698,-3.5,73.68536585,6.7,7.7,7320807
2009,YR2009,Seychelles,SYC,691.1289867,20223.01595,-0.156366577,73.03414634,11.8,13.8,87298
2009,YR2009,Sierra Leone,SLE,175.8841331,963.6842406,3.249939162,46.95768293,123.3,193.9,5641182
2009,YR2009,Singapore,SGP,2621.828284,46391.44045,-0.786796794,81.24146341,2.1,2.7,4987600
2009,YR2009,Sint Maarten (Dutch part),SXM,,,,75.58780488,,,39133
2009,YR2009,Slovak Republic,SVK,2066.764964,19353.87576,-4.931584172,74.9097561,7.1,8.4,5418590
2009,YR2009,Slovenia,SVN,2521.88979,24819.94394,-8.007858712,78.97073171,2.5,3.3,2039669
2009,YR2009,Solomon Islands,SLB,200.8749791,2373.364517,-1.2,67.06712195,19.7,23.2,514964
2009,YR2009,Somalia,SOM,,,,50.63090244,108.3,180,9380854
2009,YR2009,South Africa,ZAF,886.0733424,9357.12804,-1.52634694,51.61131707,41.4,61.3,49320150
2009,YR2009,South Sudan,SSD,,,4.313171223,,79.7,127.2,9520571
2009,YR2009,Spain,ESP,3095.595663,27082.32382,-3.744755412,81.47560976,3.9,4.7,45908594
2009,YR2009,Sri Lanka,LKA,162.4415964,4301.720147,3.538955823,74.56660976,11.4,13.3,20450000
2009,YR2009,St. Kitts and Nevis,KNA,605.9594818,15966.36034,-6.012655497,,6.8,8.6,51731
2009,YR2009,St. Lucia,LCA,718.609901,10065.23971,0.356943329,74.23807317,14,16.1,175200
2009,YR2009,St. Martin (French part),MAF,,,,,,,29820
2009,YR2009,St. Vincent and the Grenadines,VCT,545.8312021,9726.863423,-2.29334222,71.92126829,19.4,21.2,109249
2009,YR2009,Sudan,SDN,156.7392373,1762.936719,3.232140297,60.78546341,58.3,89,34853178
2009,YR2009,Suriname,SUR,451.6197755,6888.33837,3.01369863,70.06702439,27.2,30.9,520173
2009,YR2009,Swaziland,SWZ,452.7726972,4712.217458,1.266029631,47.88882927,74,115.3,1173678
2009,YR2009,Sweden,SWE,3711.147084,32299.67999,-5.027744594,81.35121951,2.4,3.1,9298515
2009,YR2009,Switzerland,CHE,5097.957145,38318.71089,-1.936830719,82.04390244,4.1,4.6,7743831
2009,YR2009,Syrian Arab Republic,SYR,182.3729477,4466.080946,6,75.56034146,14.1,16.4,21031546
2009,YR2009,Tajikistan,TJK,120.0815968,1685.749228,3.9,66.96768293,56.4,68.2,7447396
2009,YR2009,Tanzania,TZA,74.47452682,1240.442058,6.021952116,56.58973171,50.5,77.2,43639752
2009,YR2009,Thailand,THA,327.7725745,7422.503615,-2.329848588,73.76802439,11.5,13.4,66277335
2009,YR2009,Timor-Leste,TMP,92.95866216,1218.871841,12.76625758,61.54217073,51,60.9,1110071
2009,YR2009,Togo,TGO,69.96446817,850.7147816,3.510328815,56.20280488,73.8,113.2,6144457
2009,YR2009,Tonga,TON,207.4868548,4040.87886,2.880474837,72.01387805,13.8,16.1,103557
2009,YR2009,Trinidad and Tobago,TTO,1621.211904,23497.64302,-4.39171956,69.53609756,25,28.3,1322518
2009,YR2009,Tunisia,TUN,531.6881592,8333.681342,3.04969519,74.45121951,15.5,18.1,10439600
2009,YR2009,Turkey,TUR,972.2896751,11754.23201,-4.825879964,73.42463415,13.6,17.7,71241080
2009,YR2009,Turkmenistan,TKM,179.2177002,6810.09128,6.1,64.75995122,46.8,55.4,4978962
2009,YR2009,Turks and Caicos Islands,TCA,,,,,,,30247
2009,YR2009,Tuvalu,TUV,341.1260177,,-1.710196808,,26.5,31.9,9808
2009,YR2009,Uganda,UGA,114.946302,1103.704383,7.251045316,53.07058537,62.5,97.8,32864328
2009,YR2009,Ukraine,UKR,496.8247324,5762.921606,-14.8,69.19,9.8,11.4,46053300
2009,YR2009,United Arab Emirates,ARE,2158.759028,40637.14196,-1.609429679,76.39956098,6.3,7.4,7718319
2009,YR2009,United Kingdom,GBR,3380.460705,32469.1732,-3.974422643,80.05121951,4.6,5.4,61811027
2009,YR2009,United States,USA,7989.935964,41366.28989,-3.109061479,78.0902439,6.5,7.6,306771529
2009,YR2009,Uruguay,URY,1066.443478,11576.51805,2.245484921,76.11121951,9.6,11.3,3360431
2009,YR2009,Uzbekistan,UZB,171.5653239,2610.503939,8.1,67.76470732,43.1,50.6,27767400
2009,YR2009,Vanuatu,VUT,227.8236938,4033.805834,3.307242862,70.53502439,12.6,14.6,230833
2009,YR2009,"Venezuela, RB",VEN,713.4343129,11236.67305,-3.202302657,73.94243902,13.8,16.1,28583040
2009,YR2009,Vietnam,VNM,207.5862929,2720.686312,5.323595496,74.60558537,18.8,23.5,86025000
2009,YR2009,Virgin Islands (U.S.),VIR,,,,79.06982927,,,106707
2009,YR2009,West Bank and Gaza,WBG,,,,72.45695122,20.8,23.4,3702218
2009,YR2009,"Yemen, Rep.",YEM,163.3654702,2383.953014,3.866229517,64.5937561,59.4,80.2,22229625
2009,YR2009,Zambia,ZMB,88.37905976,1312.353256,6.044640393,47.81453659,60.5,98.8,12825031
2009,YR2009,Zimbabwe,ZWE,,,5.984391153,48.4504878,48.1,77.8,12888918
2008,YR2008,Afghanistan,AFG,30.11113292,947.0714771,3.61136841,47.53856098,78.1,109.7,27032197
2008,YR2008,Albania,ALB,489.619813,7272.843793,7.7,76.6207561,15.1,16.9,3156608
2008,YR2008,Algeria,DZA,299.0693527,7099.636694,2.4,72.38904878,28.8,33.5,35725377
2008,YR2008,American Samoa,ASM,,,,,,,57053
2008,YR2008,Andorra,ADO,2943.160919,,3.570737186,,3,3.7,79969
2008,YR2008,Angola,AGO,215.6501997,5088.096759,13.81709896,49.84741463,101.6,167.4,18314441
2008,YR2008,Antigua and Barbuda,ATG,863.7642913,22104.70698,0.071110768,,7.900001,9.1,85349
2008,YR2008,Argentina,ARG,1194.009303,,,75.29253659,13.9,15.5,39676083
2008,YR2008,Armenia,ARM,229.6895859,5806.134023,6.9,73.49595122,18,20.2,2977488
2008,YR2008,Aruba,ABW,,,-6.881302064,74.68192683,,,101344
2008,YR2008,Australia,AUS,3415.4201,34425.40058,3.768927133,81.39512195,4.4,5.1,21384400
2008,YR2008,Austria,AUT,4173.285365,36191.67044,1.436259096,80.23414634,3.7,4.5,8336926
2008,YR2008,Azerbaijan,AZE,373.3453483,8023.568247,10.8,70.06785366,42.8,50.2,8763400
2008,YR2008,"Bahamas, The",BHS,2405.306852,29056.32802,-2.323937248,74.69385366,13.8,16.3,348340
2008,YR2008,Bahrain,BHR,975.7755807,22400.03403,6.3,74.75860976,9,10.5,1116038
2008,YR2008,Bangladesh,BGD,52.09899287,1333.420449,6.190431553,68.00402439,42.5,54.3,147969967
2008,YR2008,Barbados,BRB,1474.120745,18221.10087,0.18000001,76.26436585,16.9,19,277634
2008,YR2008,Belarus,BLR,733.9543038,11545.58873,10.24824592,70.45609756,5.3,7.3,9528000
2008,YR2008,Belgium,BEL,3699.072292,33593.76852,0.985181337,79.6804878,3.7,4.6,10709973
2008,YR2008,Belize,BLZ,374.8389278,6823.908432,3.491610966,75.3775122,16.3,19,293544
2008,YR2008,Benin,BEN,63.77656902,1329.949149,5.018430261,54.78731707,72.7,114.5,8973293
2008,YR2008,Bermuda,BMU,,,0.813178398,79.00380488,,,65273
2008,YR2008,Bhutan,BTN,245.6123719,4371.945469,4.669364382,66.15131707,47.5,61.7,692159
2008,YR2008,Bolivia,BOL,223.352709,4080.848038,6.14849781,65.65809756,43.8,57.3,9834098
2008,YR2008,Bosnia and Herzegovina,BIH,768.0080752,7426.912,5.42,75.10631707,7.3,8.3,3861201
2008,YR2008,Botswana,BWA,604.0945788,13290.58098,3.699617763,52.66368293,24.3,32.6,1933719
2008,YR2008,Brazil,BRA,861.8825988,9572.937783,5.169299014,72.42709756,17.5,19.6,191765567
2008,YR2008,Brunei Darussalam,BRN,1194.996708,46419.63811,-1.938880222,77.66229268,6.1,7.8,388017
2008,YR2008,Bulgaria,BGR,970.4881258,11985.20591,6.2,72.96341463,12,13.9,7623395
2008,YR2008,Burkina Faso,BFA,79.9493166,1148.870056,5.800005065,53.9824878,84.7,154.8,14659646
2008,YR2008,Burundi,BDI,52.24136103,473.9220926,5.048118782,48.9757561,90.2,146.3,8624280
2008,YR2008,Cambodia,KHM,111.443931,1882.088878,6.691577475,61.58085366,45,53.7,13940518
2008,YR2008,Cameroon,CMR,111.8840402,1946.857392,2.557539111,50.16090244,81.8,132.2,19595026
2008,YR2008,Canada,CAN,4002.017394,35949.60636,0.688726873,80.96487805,5.1,5.8,33317662
2008,YR2008,Cape Verde,CPV,158.7204298,3258.272184,6.197626719,73.33619512,21.1,25,484651
2008,YR2008,Cayman Islands,CYM,,,,,,,52912
2008,YR2008,Central African Republic,CAF,32.73178549,708.3350912,2,46.1632439,109.9,166.7,4185106
2008,YR2008,Chad,TCD,48.93748434,1218.888531,-0.4,48.6057561,99.4,174.7,11030628
2008,YR2008,Channel Islands,CHI,,,,79.49846341,,,157554
2008,YR2008,Chile,CHL,1087.937562,14061.39665,3.662326241,78.64721951,7.8,9,16831184
2008,YR2008,China,CHN,284.6710622,5712.24562,9.6,72.83534146,16.1,18.8,1324655000
2008,YR2008,Colombia,COL,607.8011737,8223.486768,3.546804886,72.98434146,16.7,19.5,45153037
2008,YR2008,Comoros,COM,57.6280851,1071.000737,0.974927219,59.86117073,62.2,84.6,649291
2008,YR2008,"Congo, Dem. Rep.",ZAR,24.13831952,322.0378407,6.155043753,47.55734146,113.9,174.4,58819038
2008,YR2008,"Congo, Rep.",COG,77.73228152,3401.675278,5.572264177,56.15934146,65.2,101.2,3876475
2008,YR2008,Costa Rica,CRI,1051.222199,10368.54458,2.731625319,78.94626829,8.9,10.3,4532711
2008,YR2008,Cote d'Ivoire,CIV,104.7977508,1723.059114,2.33,53.37770732,84.5,121.1,18260044
2008,YR2008,Croatia,HRV,1576.70872,17286.09503,2.084337519,75.91219512,5,5.9,4434000
2008,YR2008,Cuba,CUB,429.4849008,,4.116828042,78.54741463,4.9,6.3,11296355
2008,YR2008,Curacao,CUW,,,,75.3097561,,,141279
2008,YR2008,Cyprus,CYP,2165.879314,26456.33836,3.626616209,79.02146341,3.2,3.9,1077089
2008,YR2008,Czech Republic,CZE,1764.188197,24359.49355,3.099001693,76.97560976,3.7,4.5,10424336
2008,YR2008,Denmark,DNK,4057.0557,34123.025,-0.783852225,78.44634146,3.6,4.3,5493621
2008,YR2008,Djibouti,DJI,157.9781503,2139.263261,5.799962619,56.75509756,75,94,810100
2008,YR2008,Dominica,DMA,576.2364456,11064.01551,7.816153063,,11.1,12.7,70883
2008,YR2008,Dominican Republic,DOM,442.3319204,7660.402274,5.255649444,72.72895122,23.3,27.8,9750195
2008,YR2008,Ecuador,ECU,556.0599854,7679.190041,6.3571306,75.15058537,21.7,25.4,14512402
2008,YR2008,"Egypt, Arab Rep.",EGY,272.4160985,5411.725239,7.156283566,72.47543902,21.8,25.8,75491922
2008,YR2008,El Salvador,SLV,412.3597834,6128.600509,1.274227301,71.31087805,16.1,18.8,6151776
2008,YR2008,Equatorial Guinea,GNQ,901.3198141,27346.40503,16.75420168,50.24721951,83.9,127.1,658025
2008,YR2008,Eritrea,ERI,18.05311164,450.2714851,-9.783029746,60.10526829,50.4,75,5382163
2008,YR2008,Estonia,EST,1336.425313,18846.77767,-4.151355335,73.77073171,4,5.2,1340675
2008,YR2008,Ethiopia,ETH,38.10769309,782.4633187,10.78855411,57.45078049,59,90.3,82621190
2008,YR2008,Faeroe Islands,FRO,,,,80.73414634,,,49601
2008,YR2008,Fiji,FJI,168.5257223,4299.692668,1.032794789,68.97158537,15.4,17.9,843851
2008,YR2008,Finland,FIN,3161.762492,33443.04788,0.293570445,79.56829268,2.7,3.3,5313399
2008,YR2008,France,FRA,3762.477306,30271.3815,-0.080667606,80.86829268,3.6,4.4,64371099
2008,YR2008,French Polynesia,PYF,,,,74.69109756,,,262877
2008,YR2008,Gabon,GAB,383.579854,12976.84839,1.000000001,61.38112195,52.5,71.1,1482843
2008,YR2008,"Gambia, The",GMB,74.54398852,1656.590794,5.734641975,57.5242439,60,108.3,1577984
2008,YR2008,Georgia,GEO,439.9288715,4516.239091,2.314047096,72.98463415,20.8,23.4,4383800
2008,YR2008,Germany,DEU,3966.69277,33828.87411,1.083201046,79.73658537,3.6,4.4,82110097
2008,YR2008,Ghana,GHA,83.72579388,1389.317161,8.430504083,62.8735122,54.9,83,23110139
2008,YR2008,Greece,GRC,3227.218803,26227.25384,-0.214002506,79.93902439,4.2,4.9,11237094
2008,YR2008,Greenland,GRL,,,0.345909084,68.35414634,,,56328
2008,YR2008,Grenada,GRD,675.4717312,10167.67847,0.948215154,75.32178049,10.9,13.5,103932
2008,YR2008,Guam,GUM,,,,75.63780488,,,158310
2008,YR2008,Guatemala,GTM,329.0826159,4378.59404,3.281095312,70.35234146,27.2,34.4,13648307
2008,YR2008,Guinea,GIN,66.80108234,931.4396828,4.936932709,52.6872439,85.4,137.4,10314678
2008,YR2008,Guinea-Bissau,GNB,66.36513836,1052.441186,10.46117117,46.95926829,101.1,166.4,1516920
2008,YR2008,Guyana,GUY,210.4465802,2520.546505,1.976647058,68.79921951,31.8,39.1,775739
2008,YR2008,Haiti,HTI,62.21158497,1057.470632,0.843944329,61.07478049,57.7,77.5,9638255
2008,YR2008,Honduras,HND,332.0944429,3631.160132,4.23160011,72.24097561,20.6,24.3,7322368
2008,YR2008,"Hong Kong SAR, China",HKG,,41526.47066,2.127898609,82.37560976,,,6957800
2008,YR2008,Hungary,HUN,1524.701739,17900.92761,0.894151601,73.70243902,6.2,7.2,10038188
2008,YR2008,Iceland,ISL,3620.420353,36626.01502,1.188063398,81.6097561,2,2.8,317414
2008,YR2008,India,IND,112.4260243,2671.684162,3.890957062,64.42295122,51.4,67.7,1174662334
2008,YR2008,Indonesia,IDN,110.2101001,3580.593684,6.013702503,68.07514634,28.1,36.8,234243489
2008,YR2008,"Iran, Islamic Rep.",IRN,754.189943,10344.64297,2.3,72.21965854,23.9,28.5,72660887
2008,YR2008,Iraq,IRQ,158.5773632,3071.834425,6.608864867,67.87112195,31.9,39.2,29429829
2008,YR2008,Ireland,IRL,3760.181409,39674.72744,-2.108566305,79.14146341,3.8,4.5,4425683
2008,YR2008,Isle of Man,IMY,,,,,,,82561
2008,YR2008,Israel,ISR,1970.996411,25646.27855,4.02829166,80.95121951,3.9,4.9,7308800
2008,YR2008,Italy,ITA,3004.357038,28453.5621,-1.156231486,81.38536585,3.5,4.1,59832179
2008,YR2008,Jamaica,JAM,410.4872415,,-0.8,72.32302439,17.2,20.1,2687200
2008,YR2008,Japan,JPN,2877.615903,31322.69952,-1.041636034,82.58756098,2.5,3.4,127704040
2008,YR2008,Jordan,JOR,479.1912052,5083.809925,7.232408681,73.01621951,19.4,22.6,5786000
2008,YR2008,Kazakhstan,KAZ,440.367632,10468.81902,3.300000001,67.02195122,27.5,31.3,15673999
2008,YR2008,Kenya,KEN,65.40594114,1428.449294,1.526948818,55.12421951,53.3,82.5,38773277
2008,YR2008,Kiribati,KIR,305.5376742,2182.161335,-2.358617372,,40.6,51.6,94832
2008,YR2008,"Korea, Dem. Rep.",PRK,,,,68.37409756,26.4,33.1,24243894
2008,YR2008,"Korea, Rep.",KOR,1723.458237,25338.65356,2.298376031,79.83268293,4.3,5,48949000
2008,YR2008,Kosovo,KSV,,,6.9,69.41804878,,,1747383
2008,YR2008,Kuwait,KWT,1051.781042,47107.78622,4.97,74.37829268,9.6,11.3,2702221
2008,YR2008,Kyrgyz Republic,KGZ,136.5398565,2026.925697,8.401616094,68.45121951,30.2,34.5,5318700
2008,YR2008,Lao PDR,LAO,90.38894184,2002.112783,7.824902762,66.18439024,39.2,49.6,6139127
2008,YR2008,Latvia,LVA,1191.764904,15647.09331,-4.243552667,72.4195122,8.7,10.2,2266094
2008,YR2008,Lebanon,LBN,886.0450125,10977.09906,9.272508134,72.04731707,9.6,11.2,4186088
2008,YR2008,Lesotho,LSO,138.8674555,1460.330578,5.733467928,45.93156098,71,98.6,1972199
2008,YR2008,Liberia,LBR,54.16346281,420.5842549,10.53119282,54.72763415,69.7,96.4,3672714
2008,YR2008,Libya,LBY,341.3391272,16033.05344,3.8,74.329,14.9,18.7,5876805
2008,YR2008,Liechtenstein,LIE,,,1.798089299,,1.8,2.1,35582
2008,YR2008,Lithuania,LTU,1297.627072,17599.56167,2.927448128,71.81219512,6,7.3,3358115
2008,YR2008,Luxembourg,LUX,6067.801708,72175.96919,-0.734577419,80.53902439,2.7,3.6,488650
2008,YR2008,"Macao SAR, China",MAC,,47776.69229,3.390962048,80.26734146,,,507528
2008,YR2008,"Macedonia, FYR",MKD,705.392411,8945.1418,4.950012194,74.26712195,10.2,11.4,2098769
2008,YR2008,Madagascar,MDG,37.51044682,931.9885833,7.128339112,65.83553659,48,70.8,19926785
2008,YR2008,Malawi,MWI,69.65070609,708.0431525,8.33891151,51.80473171,63,102.3,14138207
2008,YR2008,Malaysia,MYS,531.8968754,13510.00104,4.831769895,73.56812195,6.3,7.4,27302348
2008,YR2008,Maldives,MDV,634.8512488,7382.045303,12.1985755,75.81104878,13.9,16.6,313843
2008,YR2008,Mali,MLI,68.00686017,1054.65479,4.978529163,50.12019512,102.2,185.4,13138299
2008,YR2008,Malta,MLT,2112.673975,22922.62468,4.36357173,79.43170732,5.4,6.3,411950
2008,YR2008,Marshall Islands,MHL,387.759841,,-1.930490659,,24.1,28.8,52245
2008,YR2008,Mauritania,MRT,94.31608497,2143.694829,3.517003842,57.6682439,76.2,113.7,3422901
2008,YR2008,Mauritius,MUS,652.4232479,11560.17346,5.516741851,72.57073171,13.2,15.5,1268565
2008,YR2008,Mexico,MEX,891.5311386,12405.9807,1.190604528,76.23634146,15.7,18.6,114968039
2008,YR2008,"Micronesia, Fed. Sts.",FSM,403.1866004,3044.339304,-2.559622545,68.4027561,34.9,43.5,104498
2008,YR2008,Moldova,MDA,342.7641418,2768.272819,7.764846414,68.34865854,15.2,17.7,3570107
2008,YR2008,Monaco,MCO,5443.211949,,10,,3.4,4.2,35686
2008,YR2008,Mongolia,MNG,225.0841839,3608.602925,8.900367949,67.4862439,30.7,37.6,2632834
2008,YR2008,Montenegro,MNE,1086.069202,10726.07077,6.9,74.03358537,7.6,8.5,618649
2008,YR2008,Morocco,MAR,236.5057593,4020.922177,5.587056082,71.3077561,32,37.4,30955151
2008,YR2008,Mozambique,MOZ,45.3037054,744.4243539,6.829619074,48.89839024,82,119.3,22762525
2008,YR2008,Myanmar,MMR,24.89553052,,,63.7817561,51.8,68.3,51174018
2008,YR2008,Namibia,NAM,427.4104346,5982.726906,3.376476069,60.98934146,36.4,54.3,2110791
2008,YR2008,Nepal,NPL,62.21219796,1124.273241,6.1046,67.52795122,44.3,55.6,26249412
2008,YR2008,Netherlands,NLD,4730.077575,38105.94485,1.80405877,80.25121951,3.9,4.6,16445593
2008,YR2008,New Caledonia,NCL,,,,76.11512195,,,243985
2008,YR2008,New Zealand,NZL,2691.639253,25332.29587,-1.850863785,80.35121951,5,6.2,4268900
2008,YR2008,Nicaragua,NIC,251.9116689,3299.163962,3.995380968,73.11080488,24.6,29.5,5667983
2008,YR2008,Niger,NER,37.05574469,643.0126531,9.587673209,53.3344878,73.1,144.9,14737895
2008,YR2008,Nigeria,NGA,134.6628726,1938.494593,5.983663588,50.47973171,86.3,139.1,151208080
2008,YR2008,Northern Mariana Islands,MNP,,,,,,,57345
2008,YR2008,Norway,NOR,5244.681845,48526.38159,0.067570754,80.59268293,2.9,3.5,4768212
2008,YR2008,Oman,OMN,617.7554356,25058.85174,12.8,72.99860976,9.3,11.2,2593523
2008,YR2008,Pakistan,PAK,83.74515874,2322.687814,1.595980831,64.72195122,63.59999,78.1,167008083
2008,YR2008,Palau,PLW,1532.482909,16917.42937,-5.300463558,,15.4,20.2,20228
2008,YR2008,Panama,PAN,925.6445963,11192.42251,10.11741706,75.62931707,17.8,21.1,3553480
2008,YR2008,Papua New Guinea,PNG,100.983541,2037.364212,6.7,61.70117073,47.3,61.5,6550877
2008,YR2008,Paraguay,PRY,291.7714367,5067.217396,6.359120793,71.86170732,21.4,25.4,6236005
2008,YR2008,Peru,PER,497.2959619,7922.159634,9.803707129,73.30570732,17.3,22.3,28625628
2008,YR2008,Philippines,PHL,141.8650367,3375.031652,4.152757146,67.98892683,22.6,28.5,90371287
2008,YR2008,Poland,POL,1241.267609,16454.80793,5.126549093,75.54390244,5.7,6.6,38125759
2008,YR2008,Portugal,PRT,2548.484916,22036.86139,-0.008502358,78.52439024,3.2,4,10622413
2008,YR2008,Puerto Rico,PRI,,,-1.844269687,78.55892683,,,3760866
2008,YR2008,Qatar,QAT,1472.267748,69164.76078,17.7,77.7745122,7.3,8.8,1359114
2008,YR2008,Romania,ROM,814.7028051,11620.54642,7.926723761,72.56585366,14,16,21513622
2008,YR2008,Russian Federation,RUS,1033.684801,14767.30437,5.247953532,67.84878049,11.6,14,141950000
2008,YR2008,Rwanda,RWA,99.37997085,982.5509392,11.16124732,54.20619512,50.2,75.8,10222961
2008,YR2008,Samoa,WSM,242.3668565,4076.091505,4.3,71.81370732,16.9,19.8,183444
2008,YR2008,San Marino,SMR,3653.392883,,1.898734177,82.83170732,2.1,2.4,30549
2008,YR2008,Sao Tome and Principe,STP,124.8638221,1504.08815,9.074566337,63.8697561,58.7,89.7,168253
2008,YR2008,Saudi Arabia,SAU,688.0817144,20408.95635,4.228693235,73.40207317,9.9,11.5,26366358
2008,YR2008,Senegal,SEN,108.3885394,1660.864717,3.704190013,58.30936585,50.9,78.7,12238791
2008,YR2008,Serbia,SRB,1195.005947,9772.482341,3.8,73.63658537,7,8.1,7350221
2008,YR2008,Seychelles,SYC,715.7004243,20334.34967,-1.870531419,73.16341463,11.8,13.8,86956
2008,YR2008,Sierra Leone,SLE,140.9741097,951.7480164,5.32467327,46.42526829,126.1,199.7,5532139
2008,YR2008,Singapore,SGP,2377.7004,48191.28227,1.747644997,80.7902439,2.2,2.8,4839400
2008,YR2008,Sint Maarten (Dutch part),SXM,,,,74.53658537,,,40459
2008,YR2008,Slovak Republic,SVK,1861.901308,20402.88841,5.750477564,74.70487805,7.5,8.8,5406626
2008,YR2008,Slovenia,SVN,2415.127169,27225.48029,3.589287708,78.76585366,2.7,3.5,2021316
2008,YR2008,Solomon Islands,SLB,147.6246537,2456.685327,7.3,66.67346341,20.2,23.8,503541
2008,YR2008,Somalia,SOM,,,,50.40512195,108.3,180,9140259
2008,YR2008,South Africa,ZAF,827.1362522,9604.819215,3.622103,51.24021951,44.9,66.6,48793022
2008,YR2008,South Sudan,SSD,,,,61.51219512,81.7,130.7,9118386
2008,YR2008,Spain,ESP,2963.0214,28353.88935,0.891696521,81.17560976,4.2,4.9,45555716
2008,YR2008,Sri Lanka,LKA,159.8769752,4202.570173,5.950043356,74.43326829,11.9,13.8,20217000
2008,YR2008,St. Kitts and Nevis,KNA,623.0256284,17194.18281,4.623794939,,7.3,9.3,51110
2008,YR2008,St. Lucia,LCA,799.3656501,10172.62345,5.109612546,73.99919512,14.1,16.2,172734
2008,YR2008,St. Martin (French part),MAF,,,,,,,29376
2008,YR2008,St. Vincent and the Grenadines,VCT,502.5282887,9963.468696,1.616027955,71.72109756,19.3,21.2,109158
2008,YR2008,Sudan,SDN,146.8952304,1755.828383,3.004313502,60.47792683,59.4,91,34040065
2008,YR2008,Suriname,SUR,423.0819,6749.109561,4.143406525,69.77570732,28.1,32,515372
2008,YR2008,Swaziland,SWZ,414.3374014,4732.944559,2.357588887,47.34192683,77.6,119,1153929
2008,YR2008,Sweden,SWE,3655.665547,34300.56246,-0.613416136,81.1,2.5,3.2,9219637
2008,YR2008,Switzerland,CHE,4892.588928,39566.84376,2.164255988,81.99268293,4.1,4.7,7647675
2008,YR2008,Syrian Arab Republic,SYR,164.7471254,4355.235943,4.5,75.41260976,14.7,17.1,20346056
2008,YR2008,Tajikistan,TJK,109.185201,1660.863069,8,66.65597561,58.4,71,7275252
2008,YR2008,Tanzania,TZA,68.3023489,1205.446045,7.436819664,55.76943902,53,82,42353790
2008,YR2008,Thailand,THA,317.8050672,7610.12499,2.484300401,73.61326829,11.8,13.7,66185340
2008,YR2008,Timor-Leste,TMP,104.0098073,1113.132158,14.63454075,61.08595122,54.1,65.1,1077911
2008,YR2008,Togo,TGO,61.5053547,843.4103505,2.225453477,55.88031707,74.5,114.7,5987491
2008,YR2008,Tonga,TON,280.4501557,3951.014617,1.226537071,71.8764878,14.2,16.5,102947
2008,YR2008,Trinidad and Tobago,TTO,1138.480815,24690.29888,3.391737126,69.30514634,25.4,28.7,1316449
2008,YR2008,Tunisia,TUN,503.7883524,8173.723918,4.616257909,74.30243902,16.4,19.2,10328900
2008,YR2008,Turkey,TUR,912.4694842,12504.27112,0.658840996,73.12963415,14.7,19.1,70363511
2008,YR2008,Turkmenistan,TKM,132.1967799,6498.725524,14.7,64.67570732,48.3,57.3,4917543
2008,YR2008,Turks and Caicos Islands,TCA,,,,,,,29481
2008,YR2008,Tuvalu,TUV,373.1125888,,6.929297937,,27.3,33,9788
