Year,YearCode,Country Name,Country Code,"Health expenditure per capita, PPP (constant 2005 international $)","GDP per capita, PPP (constant 2005 international $)",GDP growth (annual %),"Life expectancy at birth, total (years)","Mortality rate, infant (per 1,000 live births)","Mortality rate, under-5 (per 1,000 live births)","Population, total"
2011,YR2011,Afghanistan,AFG,50.46613988,1234.668561,6.964321643,48.68058537,72.7,101.1,29105480
2011,YR2011,Albania,ALB,565.198434,8015.991176,3,77.04226829,12.8,14.3,3153883
2011,YR2011,Algeria,DZA,373.6131962,7296.365195,2.4,73.07990244,25.6,29.8,37762962
2011,YR2011,American Samoa,ASM,,,,,,,55274
2011,YR2011,Andorra,ADO,3073.260137,,,,2.8,3.3,77865
2011,YR2011,Angola,AGO,214.5766172,5081.803008,3.91856683,51.05931707,96.4,157.6,20180490
2011,YR2011,Antigua and Barbuda,ATG,957.3496413,16989.05667,-2.815131643,,6.4,7.6,88152
2011,YR2011,Argentina,ARG,1433.699641,,,75.79765854,12.6,14.1,40728738
2011,YR2011,Armenia,ARM,249.5442798,5354.33586,4.740266454,73.91602439,15.6,17.5,2964120
2011,YR2011,Aruba,ABW,,,,75.11278049,,,101932
2011,YR2011,Australia,AUS,3691.553991,35052.51318,2.433201512,81.84634146,4.1,4.5,22323900
2011,YR2011,Austria,AUT,4481.583309,36119.40493,2.696403109,81.03170732,3.5,4.2,8423635
2011,YR2011,Azerbaijan,AZE,523.1322678,8884.96549,1,70.65285366,38.5,44.7,9173082
2011,YR2011,"Bahamas, The",BHS,2473.178581,27180.98869,1.659385056,75.45226829,14.1,16.2,366331
2011,YR2011,Bahrain,BHR,825.6242805,,,75.15626829,8.6,10,1292764
2011,YR2011,Bangladesh,BGD,67.26670915,1544.796343,6.708097255,68.93736585,36.7,46,152862431
2011,YR2011,Barbados,BRB,1600.318025,,,76.73921951,17.7,19.7,281804
2011,YR2011,Belarus,BLR,793.455275,13216.24563,5.5,70.65121951,3.9,5.6,9473000
2011,YR2011,Belgium,BEL,4118.981281,33020.43647,1.839811947,80.48536585,3.5,4.3,11047744
2011,YR2011,Belize,BLZ,426.3611086,6642.803486,1.929844536,76.05290244,14.5,16.9,316280
2011,YR2011,Benin,BEN,74.52677352,1330.156363,3.530698244,56.01443902,67.9,106,9779795
2011,YR2011,Bermuda,BMU,,,-2.825643287,79.28853659,,,64564
2011,YR2011,Bhutan,BTN,236.2194595,5365.479733,8.509278093,67.28470732,42,53.7,729429
2011,YR2011,Bolivia,BOL,250.2593973,4399.75442,5.173930422,66.57736585,39.3,50.6,10324445
2011,YR2011,Bosnia and Herzegovina,BIH,928.7758159,7397.578246,1.299999976,75.55285366,6.7,7.7,3839322
2011,YR2011,Botswana,BWA,734.0640737,13917.32015,8.010409772,53.0184878,20.3,25.9,1986701
2011,YR2011,Brazil,BRA,1042.731906,10264.00602,2.732509243,73.43521951,13.9,15.6,196935134
2011,YR2011,Brunei Darussalam,BRN,1295.463988,45642.89065,2.208359322,78.06512195,5.6,7.2,406512
2011,YR2011,Bulgaria,BGR,1063.98622,12009.32751,1.8,74.16341463,10.6,12.1,7348328
2011,YR2011,Burkina Faso,BFA,81.15206112,1219.5063,4.210077721,55.35790244,81.6,146.4,15995313
2011,YR2011,Burundi,BDI,52.38121121,479.3403288,4.191625678,50.33709756,86.3,139.1,9540362
2011,YR2011,Cambodia,KHM,134.9433604,2039.805834,7.069569946,62.97741463,36.2,42.5,14605862
2011,YR2011,Cameroon,CMR,127.920545,1977.362349,4.1,51.57646341,79.2,127.2,21156272
2011,YR2011,Canada,CAN,4519.96091,35738.70366,2.528248552,80.9292439,4.9,5.6,34483975
2011,YR2011,Cape Verde,CPV,171.6893364,3689.725915,5.045877228,73.91678049,18.2,21.3,490556
2011,YR2011,Cayman Islands,CYM,,,,,,,56601
2011,YR2011,Central African Republic,CAF,30.90149548,723.7896652,3.1,48.34560976,108.2,163.5,4436217
2011,YR2011,Chad,TCD,65.48394396,1262.48161,1.6,49.52326829,97.1,169,12080037
2011,YR2011,Channel Islands,CHI,,,,79.97241463,,,160407
2011,YR2011,Chile,CHL,1292.204799,15149.12737,5.850679215,79.0167561,7.7,8.7,17308449
2011,YR2011,China,CHN,432.2819086,7417.887727,9.3,73.48563415,12.6,14.6,1344130000
2011,YR2011,Colombia,COL,617.8873706,8889.739998,6.645328887,73.64190244,15.4,17.7,47078792
2011,YR2011,Comoros,COM,58.75845216,1054.807507,2.227203171,61.04178049,58.8,79.3,700216
2011,YR2011,"Congo, Dem. Rep.",ZAR,32.09124653,349.0065317,6.879666803,48.36931707,110.6,167.7,63931512
2011,YR2011,"Congo, Rep.",COG,108.6422095,3772.176131,3.420621271,57.35619512,63.8,98.8,4225359
2011,YR2011,Costa Rica,CRI,1329.810018,10762.69576,4.434603903,79.31509756,8.6,10.1,4737680
2011,YR2011,Cote d'Ivoire,CIV,119.8899841,1642.295273,-4.728760509,55.4212439,81.2,114.9,19389954
2011,YR2011,Croatia,HRV,1573.268453,16425.36349,-0.013035469,76.87560976,4.4,5.1,4280600
2011,YR2011,Cuba,CUB,429.8441677,,,79.12563415,4.5,5.8,11276053
2011,YR2011,Curacao,CUW,,,,,,,150788
2011,YR2011,Cyprus,CYP,2221.088632,24686.07452,0.5,79.56285366,2.6,3.1,1116513
2011,YR2011,Czech Republic,CZE,1922.846189,24125.18984,1.8870051,77.87317073,3.2,3.9,10496088
2011,YR2011,Denmark,DNK,4563.734067,32601.66031,1.104404852,79.8,3.1,3.7,5570572
2011,YR2011,Djibouti,DJI,193.3227996,2324.582095,4.5,57.90917073,71.8,89.5,846646
2011,YR2011,Dominica,DMA,743.6204635,11100.87343,1.008719555,,10.7,11.8,71401
2011,YR2011,Dominican Republic,DOM,529.0727497,8572.680109,4.482914631,73.4375122,20.9,24.7,10147598
2011,YR2011,Ecuador,ECU,615.8095148,8121.760702,7.425991606,75.63039024,19.6,22.8,15246481
2011,YR2011,"Egypt, Arab Rep.",EGY,309.6439264,5764.065797,1.762447832,73.20190244,18,21.1,79392466
2011,YR2011,El Salvador,SLV,466.5672264,6033.632925,1.968929044,71.94514634,13.1,15.2,6256242
2011,YR2011,Equatorial Guinea,GNQ,1642.708597,26142.01767,4.947096701,51.13687805,79.6,118.1,715996
2011,YR2011,Eritrea,ERI,16.99490648,471.2595123,8.679800386,61.41707317,46.3,67.8,5932852
2011,YR2011,Estonia,EST,1334.410422,18130.03896,8.282437975,76.12682927,2.8,3.7,1339928
2011,YR2011,Ethiopia,ETH,51.95716562,928.1785365,7.299040943,59.24309756,51.5,77,89393063
2011,YR2011,Faeroe Islands,FRO,,,,81.92926829,,,49551
2011,YR2011,Fiji,FJI,183.0080037,4203.021307,2.020783561,69.34931707,14.1,16.4,867921
2011,YR2011,Finland,FIN,3332.162842,32030.70322,2.777476817,80.47073171,2.3,2.9,5388272
2011,YR2011,France,FRA,4085.484656,29963.22362,2.026889559,81.66829268,3.4,4.1,65371613
2011,YR2011,French Polynesia,PYF,,,,75.25607317,,,270874
2011,YR2011,Gabon,GAB,514.5313208,13382.40745,7,62.69129268,49.3,65.6,1594034
2011,YR2011,"Gambia, The",GMB,93.72412022,1635.167336,-4.295121672,58.48470732,57.6,100.6,1734966
2011,YR2011,Georgia,GEO,564.0102763,4828.818821,6.953499714,,18.3,20.5,4483400
2011,YR2011,Germany,DEU,4371.418271,34572.93563,3.028886604,80.74146341,3.3,4,81797673
2011,YR2011,Ghana,GHA,90.01232732,1671.033075,15.01094742,64.22431707,51.8,77.6,24820706
2011,YR2011,Greece,GRC,2918.029992,22308.4971,-7.104740893,80.74390244,3.7,4.4,11299976
2011,YR2011,Greenland,GRL,,,,,,,56905
2011,YR2011,Grenada,GRD,687.9245075,9444.804033,0.966927967,75.82707317,10.3,12.8,105074
2011,YR2011,Guam,GUM,,,,76.16878049,,,160858
2011,YR2011,Guatemala,GTM,333.9843939,4378.189449,4.149388406,71.07221951,24.2,30.4,14706578
2011,YR2011,Guinea,GIN,67.20671895,909.1777424,3.90876145,54.0922439,78.9,125.8,11161530
2011,YR2011,Guinea-Bissau,GNB,73.93049062,1068.615646,5.7,48.11258537,98,160.6,1624228
2011,YR2011,Guyana,GUY,230.3761104,2810.930608,5.437126058,69.8625122,29.4,35.9,790882
2011,YR2011,Haiti,HTI,93.71569067,1043.770119,5.590343267,62.06190244,52.9,70,10032864
2011,YR2011,Honduras,HND,350.6502792,3563.579027,3.622746801,73.11321951,18.2,21.4,7776669
2011,YR2011,"Hong Kong SAR, China",HKG,,44625.53516,4.851218924,83.42195122,,,7071600
2011,YR2011,Hungary,HUN,1669.262038,17278.51888,1.6,74.85853659,5.4,6.3,9971727
2011,YR2011,Iceland,ISL,3263.64044,33598.04233,2.889987719,82.35853659,1.7,2.5,319014
2011,YR2011,India,IND,141.1245375,3277.013344,6.330517554,65.47826829,47.2,61.3,1221156319
2011,YR2011,Indonesia,IDN,126.8853723,4071.646052,6.490402853,69.3192439,24.8,31.8,243801639
2011,YR2011,"Iran, Islamic Rep.",IRN,929.1586919,,,72.99941463,21.1,25,75424285
2011,YR2011,Iraq,IRQ,368.5150449,3461.816552,8.581653457,68.9845122,30.9,37.9,31760020
2011,YR2011,Ireland,IRL,3893.526608,36508.87973,1.430712475,80.49512195,3.2,4,4576748
2011,YR2011,Isle of Man,IMY,,,,,,,84654
2011,YR2011,Israel,ISR,2171.890314,26719.27862,4.706663372,81.75609756,3.5,4.3,7765900
2011,YR2011,Italy,ITA,3129.543921,27052.73754,0.373517498,82.08780488,3.2,3.7,60723569
2011,YR2011,Jamaica,JAM,391.5574543,,1.3,73.07639024,15.7,18.3,2706500
2011,YR2011,Japan,JPN,,30764.23557,-0.570316529,82.59121951,2.4,3.4,127817277
2011,YR2011,Jordan,JOR,504.824661,5268.396279,2.58398151,73.42887805,18,20.7,6181000
2011,YR2011,Kazakhstan,KAZ,533.6114677,11567.52899,7.5,68.89341463,25,28.3,16558676
2011,YR2011,Kenya,KEN,77.08190149,1494.586349,4.37593362,57.08087805,48.3,72.8,42027891
2011,YR2011,Kiribati,KIR,254.5097125,2101.700105,1.8,,37.7,47.4,99250
2011,YR2011,"Korea, Dem. Rep.",PRK,,,,68.67565854,26.3,33.2,24631291
2011,YR2011,"Korea, Rep.",KOR,2180.687765,27554.1186,3.682144379,80.86585366,4.1,4.8,49779000
2011,YR2011,Kosovo,KSV,,,5,70.14878049,,,1790957
2011,YR2011,Kuwait,KWT,1308.673224,43230.62676,8.19,74.72834146,9.3,10.9,3124705
2011,YR2011,Kyrgyz Republic,KGZ,160.6979329,2121.097737,5.956274306,69.60243902,27,30.6,5514600
2011,YR2011,Lao PDR,LAO,77.9382526,2375.703615,8.038652681,67.43236585,33.8,41.9,6521314
2011,YR2011,Latvia,LVA,1178.681822,14860.64371,5.5,73.57560976,7.1,8.3,2058184
2011,YR2011,Lebanon,LBN,923.7899154,12537.22729,3.001300494,72.58721951,8,9.3,4382790
2011,YR2011,Lesotho,LSO,218.7767014,1645.050184,3.737345066,47.98373171,62.6,86,2029516
2011,YR2011,Liberia,LBR,112.4239219,523.0126418,9.447626162,56.74285366,58.2,78.3,4079697
2011,YR2011,Libya,LBY,340.8125274,,,74.95019512,12.8,16.2,6103233
2011,YR2011,Liechtenstein,LIE,,,,,1.8,2.1,36388
2011,YR2011,Lithuania,LTU,1337.013048,17839.32339,5.87,73.56341463,4.7,5.7,3030173
2011,YR2011,Luxembourg,LUX,6876.087199,68281.60444,1.656579296,80.98780488,2.3,3.2,518347
2011,YR2011,"Macao SAR, China",MAC,,70120.38093,21.81555972,81.01858537,,,546278
2011,YR2011,"Macedonia, FYR",MKD,789.3963136,9355.526838,2.841292384,74.78807317,8.7,9.6,2103890
2011,YR2011,Madagascar,MDG,39.55420384,841.0464759,1.865769428,66.69568293,42.8,61.6,21678934
2011,YR2011,Malawi,MWI,76.98996326,784.9660156,4.347495189,54.13636585,52.9,82.6,15457531
2011,YR2011,Malaysia,MYS,558.5769732,14223.40164,5.084110433,74.26085366,5.6,6.5,28758968
2011,YR2011,Maldives,MDV,759.6562838,7707.693941,7.049578302,76.88290244,9.2,10.7,331964
2011,YR2011,Mali,MLI,73.23990175,1091.401386,2.730111011,51.37207317,98.2,175.6,14416737
2011,YR2011,Malta,MLT,2443.197461,23067.61345,1.8,82.00487805,5.1,5.9,416676
2011,YR2011,Marshall Islands,MHL,383.4927866,,5,,22.1,26.2,52495
2011,YR2011,Mauritania,MRT,128.9241418,2138.335592,3.954503099,58.54670732,75.6,112.1,3702763
2011,YR2011,Mauritius,MUS,841.9472391,13128.28498,3.768628548,73.26682927,12.8,15.1,1286051
2011,YR2011,Mexico,MEX,940.1019075,12291.36813,3.887692167,76.8895122,13.4,15.7,119361233
2011,YR2011,"Micronesia, Fed. Sts.",FSM,461.4961296,3249.423448,2.050587188,68.94812195,33.5,41.5,103424
2011,YR2011,Moldova,MDA,385.5477464,2973.610229,6.414350738,69.21246341,13.8,16,3560801
2011,YR2011,Monaco,MCO,,,,,3.2,3.9,37261
2011,YR2011,Mongolia,MNG,250.5046017,4257.049411,17.51364709,68.48817073,25.5,30.7,2754209
2011,YR2011,Montenegro,MNE,1253.570693,10664.9216,3.2,74.50414634,6.5,7.2,620644
2011,YR2011,Morocco,MAR,303.5605599,4421.110405,4.985647093,72.13190244,28.2,32.8,32059424
2011,YR2011,Mozambique,MOZ,64.66545124,842.4197554,7.321980599,50.15060976,71.6,103.1,24581367
2011,YR2011,Myanmar,MMR,27.86457096,,,65.15017073,47.9,62.4,52350763
2011,YR2011,Namibia,NAM,364.7964965,6262.774962,4.931486363,62.33241463,29.6,41.5,2217618
2011,YR2011,Nepal,NPL,68.32837523,1236.948212,3.884,68.72592683,39,48,27156367
2011,YR2011,Netherlands,NLD,5122.548846,37118.13672,0.99251747,81.20487805,3.4,4,16693074
2011,YR2011,New Caledonia,NCL,,,,76.61056098,,,254024
2011,YR2011,New Zealand,NZL,3032.661062,25105.92119,1.076720902,80.90487805,4.7,5.9,4405200
2011,YR2011,Nicaragua,NIC,295.6399593,3384.793378,5.448795094,73.99609756,21.6,25.6,5905146
2011,YR2011,Niger,NER,39.32124169,535.4448817,2.29008632,54.69092683,66.4,124.5,16511462
2011,YR2011,Nigeria,NGA,139.447712,2213.387991,7.35551671,51.86312195,78,124.1,164192925
2011,YR2011,Northern Mariana Islands,MNP,,,,,,,53230
2011,YR2011,Norway,NOR,5673.760717,46733.36075,1.21783025,81.29512195,2.6,3.1,4953088
2011,YR2011,Oman,OMN,684.9653796,23833.90992,5.5,73.34180488,7.3,8.7,3024774
2011,YR2011,Pakistan,PAK,69.34848721,2431.831345,2.955865701,65.44890244,59.2,72,176166353
2011,YR2011,Palau,PLW,1599.602926,15695.47531,6.532146944,,14.3,18.6,20606
2011,YR2011,Panama,PAN,1283.761037,13153.86717,10.84908357,76.14782927,16.7,19.5,3740282
2011,YR2011,Papua New Guinea,PNG,115.2183058,2363.569716,9,62.80080488,44.8,57.8,7012977
2011,YR2011,Paraguay,PRY,526.4664146,5447.807752,4.340688165,72.48470732,19.1,22.4,6573097
2011,YR2011,Peru,PER,496.1572916,8983.587556,6.912152193,73.97636585,14.1,18.1,29614887
2011,YR2011,Philippines,PHL,168.6208996,3629.899961,3.908953276,68.75729268,20.2,25.4,95053437
2011,YR2011,Poland,POL,1422.699882,17959.36591,4.5,76.74634146,4.9,5.8,38534157
2011,YR2011,Portugal,PRT,2624.380768,21604.18507,-1.554863605,80.72195122,2.7,3.4,10556999
2011,YR2011,Puerto Rico,PRI,,,-0.259708487,79.02814634,,,3694093
2011,YR2011,Qatar,QAT,1707.198446,76319.47321,18.8,78.24921951,6.4,7.7,1910902
2011,YR2011,Romania,ROM,901.48028,11005.29205,2.45430041,74.51219512,10.8,12.5,21384832
2011,YR2011,Russian Federation,RUS,1316.320587,14731.03325,4.290996864,69.00487805,9.8,11.9,142960000
2011,YR2011,Rwanda,RWA,134.640852,1111.320498,8.239547434,55.39458537,38.1,54.1,11144315
2011,YR2011,Samoa,WSM,321.319756,3877.133414,2,72.5432439,16,18.7,187429
2011,YR2011,San Marino,SMR,3279.429499,,,83.32321508,1.6,1.8,31048
2011,YR2011,Sao Tome and Principe,STP,164.0624198,1576.206415,4.943449336,64.59204878,58.2,88.8,183177
2011,YR2011,Saudi Arabia,SAU,901.3627706,21677.86104,6.774455063,74.05836585,7.900001,9.2,27761728
2011,YR2011,Senegal,SEN,118.5020278,1663.71865,2.631864332,59.27219512,46.7,64.8,13330737
2011,YR2011,Serbia,SRB,1195.221414,9803.330651,1.63427173,74.58536585,6.1,7.1,7258745
2011,YR2011,Seychelles,SYC,989.3704776,22710.059,5,73.45609756,11.9,13.8,87441
2011,YR2011,Sierra Leone,SLE,165.2412639,1036.188267,6.029726915,47.77636585,119.2,185.3,5865491
2011,YR2011,Singapore,SGP,2786.963042,53877.92985,5.160366658,81.89268293,2,2.6,5183700
2011,YR2011,Sint Maarten (Dutch part),SXM,,,,,,,38486
2011,YR2011,Slovak Republic,SVK,2087.896675,20886.54501,3.2,75.95853659,6.5,7.7,5398384
2011,YR2011,Slovenia,SVN,2518.872855,24957.21687,-0.17459431,79.97073171,2.1,2.8,2052843
2011,YR2011,Solomon Islands,SLB,259.8598607,2649.547662,9,67.86331707,18.4,21.6,537997
2011,YR2011,Somalia,SOM,,,,51.19456098,108.3,180,9907903
2011,YR2011,South Africa,ZAF,942.4991156,9729.563137,3.457231392,52.61478049,34.6,46.7,50586757
2011,YR2011,South Sudan,SSD,,,1.929014325,,76,120.5,10381110
2011,YR2011,Spain,ESP,3040.7799,26952.3452,0.417873109,82.32682927,3.5,4.2,46174601
2011,YR2011,Sri Lanka,LKA,191.3623742,4928.75111,8.24681672,74.90197561,10.5,12.2,20869000
2011,YR2011,St. Kitts and Nevis,KNA,671.0587609,15893.131,1.693655562,,6.1,7.4,52971
2011,YR2011,St. Lucia,LCA,674.8732323,9996.181595,1.391523798,74.611,13.8,15.6,179271
2011,YR2011,St. Martin (French part),MAF,,,,,,,30615
2011,YR2011,St. Vincent and the Grenadines,VCT,532.7734757,9328.644592,-0.668621098,72.29541463,19.5,20.9,109357
2011,YR2011,Sudan,SDN,179.5507089,1880.797477,-3.294329769,61.44773171,56.6,86,36430923
2011,YR2011,Suriname,SUR,540.8835193,7372.930183,4.674661337,70.58060976,26,29.5,529761
2011,YR2011,Swaziland,SWZ,433.5146489,4661.727353,0.3,48.65892683,69,103.6,1212159
2011,YR2011,Sweden,SWE,3869.512432,35124.01915,3.706666542,81.80243902,2.2,2.8,9449213
2011,YR2011,Switzerland,CHE,5564.246792,39384.68887,1.927056783,82.69512195,4,4.4,7912398
2011,YR2011,Syrian Arab Republic,SYR,,,,75.84380488,13.2,15.3,21961676
2011,YR2011,Tajikistan,TJK,135.3790404,1837.514012,7.4,67.53573171,52.8,63.3,7814850
2011,YR2011,Tanzania,TZA,107.4121418,1330.794841,6.448797201,58.15121951,45.4,67.6,46354607
2011,YR2011,Thailand,THA,353.2933888,7972.441773,0.077086894,74.09119512,10.6,12.3,66576332
2011,YR2011,Timor-Leste,TMP,82.06407277,1395.786678,10.81019312,62.46102439,45.8,54.1,1175880
2011,YR2011,Togo,TGO,80.09698376,880.1819793,4.796917501,57.02658537,72.9,110.1,6472304
2011,YR2011,Tonga,TON,245.3706405,4313.206744,4.943720528,72.2862439,13.2,15.4,104554
2011,YR2011,Trinidad and Tobago,TTO,1487.849565,22757.682,-2.581063292,69.96336585,24.5,27.7,1333082
2011,YR2011,Tunisia,TUN,584.1607698,8227.445011,-2,74.75365854,13.9,16.2,10673800
2011,YR2011,Turkey,TUR,1160.523067,13608.95208,8.772747566,73.94417073,11.5,15.2,73058638
2011,YR2011,Turkmenistan,TKM,251.0479253,8316.492058,14.7,64.99787805,44.6,52.5,5106668
2011,YR2011,Turks and Caicos Islands,TCA,,,,,,,31726
2011,YR2011,Tuvalu,TUV,468.7850385,,1.245916492,,25.1,30.1,9844
2011,YR2011,Uganda,UGA,127.9833138,1164.807896,6.620384148,54.0742439,57.9,89.9,35148064
2011,YR2011,Ukraine,UKR,527.5193616,6365.210355,5.2,70.80926829,8.7,10.1,45706100
2011,YR2011,United Arab Emirates,ARE,1732.132742,37392.45818,4.9,76.74253659,5.6,6.6,8925096
2011,YR2011,United Kingdom,GBR,3321.669936,32880.58192,0.9923011,80.75365854,4.4,5.1,62752472
2011,YR2011,United States,USA,8607.875672,42446.78168,1.80033867,78.64146341,6.4,7.5,311587816
2011,YR2011,Uruguay,URY,1209.720442,13344.39991,6.530652065,76.41219512,8.7,10.3,3383486
2011,YR2011,Uzbekistan,UZB,189.4607831,2902.947304,8.3,68.26531707,41.5,48.6,29341250
2011,YR2011,Vanuatu,VUT,190.6627629,3970.039121,1.429721406,71.0975122,11.4,13.2,241778
2011,YR2011,"Venezuela, RB",VEN,659.1599109,11173.0063,4.176425359,74.31219512,12.9,15,29500625
2011,YR2011,Vietnam,VNM,231.4347057,3014.844174,5.962012948,75.05141463,17.3,21.7,87840000
2011,YR2011,Virgin Islands (U.S.),VIR,,,,79.30558537,,,105784
2011,YR2011,West Bank and Gaza,WBG,,,,72.83095122,19.7,22,3927051
2011,YR2011,"Yemen, Rep.",YEM,152.4751853,2192.513161,-10.47966775,65.45165854,57,76.5,23304206
2011,YR2011,Zambia,ZMB,99.31674367,1419.398175,6.836145239,48.96882927,52.7,82.9,13633796
2011,YR2011,Zimbabwe,ZWE,,,9.377783639,51.23643902,42.8,67.1,13358738
2010,YR2010,Afghanistan,AFG,52.16317152,1183.045192,8.433290483,48.28219512,74.5,103.9,28397812
2010,YR2010,Albania,ALB,514.8155807,7791.755479,3.5,76.90095122,13.4,15,3150143
2010,YR2010,Algeria,DZA,364.2751409,7259.959492,3.6,72.85253659,26.9,31.3,37062820
2010,YR2010,American Samoa,ASM,,,,,,,55636
2010,YR2010,Andorra,ADO,3122.116176,,,,2.9,3.5,77907
2010,YR2010,Angola,AGO,194.0461127,5048.113176,3.407643628,50.65365854,98.2,161,19549124
2010,YR2010,Antigua and Barbuda,ATG,981.0764215,17665.339,-7.142991814,,6.7,8.1,87233
2010,YR2010,Argentina,ARG,1321.052349,,,75.63214634,13,14.5,40374224
2010,YR2010,Armenia,ARM,240.0893125,5113.089227,2.096365892,73.78356098,16.4,18.3,2963496
2010,YR2010,Aruba,ABW,,,,74.97517073,,,101597
2010,YR2010,Australia,AUS,3685.310502,34620.92336,2.087575995,81.69512195,4.2,4.7,22065300
2010,YR2010,Austria,AUT,4398.031611,35313.01406,2.05092758,80.38292683,3.5,4.3,8389771
2010,YR2010,Azerbaijan,AZE,519.9111635,8912.370497,5,70.5065122,39.8,46.4,9054332
2010,YR2010,"Bahamas, The",BHS,2347.878245,27169.934,0.987986326,75.22212195,14.1,16.2,360498
2010,YR2010,Bahrain,BHR,936.9513962,21521.23802,4.5,75.02382927,8.7,10.2,1251513
2010,YR2010,Bangladesh,BGD,61.02675782,1464.323189,6.069339864,68.63480488,38.6,48.7,151125475
2010,YR2010,Barbados,BRB,1520.352301,,,76.57282927,17.2,19.3,280396
2010,YR2010,Belarus,BLR,762.3789257,12504.80624,7.7,70.40487805,4.3,6.1,9490000
2010,YR2010,Belgium,BEL,3975.406526,32876.70086,2.416091167,80.23414634,3.6,4.4,10895586
2010,YR2010,Belize,BLZ,427.9544329,6679.329803,2.9,75.83995122,15.1,17.6,308595
2010,YR2010,Benin,BEN,69.82179756,1321.271334,2.552817841,55.58558537,69.5,108.8,9509798
2010,YR2010,Bermuda,BMU,,,-2.152013792,79.28853659,,,65124
2010,YR2010,Bhutan,BTN,226.333733,5030.863158,11.67752758,66.90885366,43.6,55.9,716939
2010,YR2010,Bolivia,BOL,264.0525456,4252.444514,4.126722747,66.26856098,40.9,52.9,10156601
2010,YR2010,Bosnia and Herzegovina,BIH,892.768599,7290.098516,0.699999999,75.40043902,6.9,7.900001,3845929
2010,YR2010,Botswana,BWA,711.4988628,12998.75002,8.124461216,53.1095122,21.3,27.5,1969341
2010,YR2010,Brazil,BRA,1009.058778,10079.28675,7.533615453,73.09953659,15,16.8,195210154
2010,YR2010,Brunei Darussalam,BRN,1502.713847,45319.25463,2.598965911,77.93202439,5.8,7.4,400569
2010,YR2010,Bulgaria,BGR,1057.036077,11505.80923,0.4,73.51219512,11,12.7,7534289
2010,YR2010,Burkina Faso,BFA,91.9868812,1204.503648,7.939698739,54.92419512,82.4,148.8,15540284
2010,YR2010,Burundi,BDI,54.26181863,475.3842531,3.785902542,49.87721951,87.7,141.7,9232753
2010,YR2010,Cambodia,KHM,131.7912708,1937.074928,5.963078575,62.53621951,39,46,14364931
2010,YR2010,Cameroon,CMR,122.1565907,1948.473709,3.3,51.0627561,79.9,128.9,20624343
2010,YR2010,Canada,CAN,4442.589879,35222.5043,3.214948408,80.79780488,5,5.6,34126547
2010,YR2010,Cape Verde,CPV,167.3724652,3533.776666,5.209635058,73.77404878,19.1,22.5,487601
2010,YR2010,Cayman Islands,CYM,,,,,,,55509
2010,YR2010,Central African Republic,CAF,29.88076295,715.9540076,3.299999999,47.61846341,108.9,164.6,4349921
2010,YR2010,Chad,TCD,59.77649894,1280.687191,13,49.19482927,98,171.3,11720781
2010,YR2010,Channel Islands,CHI,,,,79.832,,,159518
2010,YR2010,Chile,CHL,1190.667062,14443.37713,5.76297245,78.88573171,7.7,8.8,17150760
2010,YR2010,China,CHN,373.4957396,6819.319174,10.4,73.27309756,13.7,15.9,1337705000
2010,YR2010,Colombia,COL,614.3374222,8449.586448,3.971800705,73.42968293,15.8,18.3,46444798
2010,YR2010,Comoros,COM,57.91855547,1057.709871,2.051229554,60.62626829,60.1,81.3,683081
2010,YR2010,"Congo, Dem. Rep.",ZAR,26.25565955,335.6794655,7.174203174,48.06958537,111.7,169.9,62191161
2010,YR2010,"Congo, Rep.",COG,96.90646921,3748.223075,8.751655799,56.96019512,64.3,99.6,4111715
2010,YR2010,Costa Rica,CRI,1197.027819,10455.74006,4.954320527,79.19260976,8.7,10.1,4669685
2010,YR2010,Cote d'Ivoire,CIV,114.6734456,1761.359789,2.394382751,54.74156098,82.1,116.7,18976588
2010,YR2010,Croatia,HRV,1475.25119,15917.32931,-1.40514702,76.47560976,4.6,5.3,4417800
2010,YR2010,Cuba,CUB,413.7389234,,2.06463583,78.96414634,4.6,5.9,11281768
2010,YR2010,Curacao,CUW,,,,,,,143784
2010,YR2010,Cyprus,CYP,2217.593584,25198.03547,1.3,79.38039024,2.8,3.4,1103685
2010,YR2010,Czech Republic,CZE,1884.923383,23625.02371,2.492442735,77.42439024,3.4,4.1,10519792
2010,YR2010,Denmark,DNK,4467.491275,32378.5798,1.577242002,79.1,3.3,3.9,5547683
2010,YR2010,Djibouti,DJI,183.6371734,2258.112954,3.5,57.52739024,73,91.2,834036
2010,YR2010,Dominica,DMA,717.4109568,11026.15062,1.20045093,,10.9,12.1,71167
2010,YR2010,Dominican Republic,DOM,508.5180847,8312.003566,7.751220866,73.20002439,21.7,25.7,10016797
2010,YR2010,Ecuador,ECU,634.9356789,7684.01386,2.84955577,75.46229268,20.3,23.6,15001072
2010,YR2010,"Egypt, Arab Rep.",EGY,293.4857009,5759.764965,5.146618791,72.97526829,19.1,22.5,78075705
2010,YR2010,El Salvador,SLV,455.5283089,5953.333736,1.364783667,71.73236585,14,16.3,6218195
2010,YR2010,Equatorial Guinea,GNQ,1395.462568,25619.21619,-1.698176343,50.84080488,80.8,122,696167
2010,YR2010,Eritrea,ERI,17.14491809,448.1003027,2.194189769,60.99419512,47.4,69.8,5741159
2010,YR2010,Estonia,EST,1293.741794,16740.37565,3.330364421,75.42926829,3.2,4.1,1340161
